text,person_uuid,serviceDept_uuid,healthcareOrg_uuid,omitted
"Nicholas Watson, was born on 1991-02-15, is part of the Digestive Health department at Allen Ltd Zrog. He is happy to help you in the et language. You can reach out to his hospital email at nicholaswatson@healthcare.org.",057141b1-aabc-451f-bc91-05ee6c752883,0d0fbbe9-6b7d-4713-8ba1-527dad7114db,52ebdac5-a145-4899-a1f8-c1569e0df45b,jobTitle
"M. Sharp, was born on 14-11-1989, is part of the Spraakpathologie department at Allen Ltd Zrog. She is happy to help you in the German language. You can reach out to her hospital email at matthewsharp@healthcare.org.",c4af6ae4-e900-42e1-9959-156477093d79,9641af55-358d-4639-90bf-babda5d649dc,52ebdac5-a145-4899-a1f8-c1569e0df45b,jobTitle
"Gregory Copeland, works as a Speech Therpaist in the Spraakpathologie department at Allen Ltd Zrog. She is happy to help you in the de language. You can reach out to her hospital email at grjgorycopeland@healthcare.org.",5d6e3c4e-2ae1-4c81-bcf7-597e20ee7786,9641af55-358d-4639-90bf-babda5d649dc,52ebdac5-a145-4899-a1f8-c1569e0df45b,birthDate
"Davila David, works as a Pediatric Nurse in the Child Health department at Allen Ltd Zrog. She is happy to help you in the Dutch language. You can reach out to her hospital email at daviddcvila@healthcare.org.",0362d0d2-a71e-4258-b0bb-d427fb9fe536,f0c53802-4474-4ac6-9df7-327635ba9da1,52ebdac5-a145-4899-a1f8-c1569e0df45b,birthDate
"Stephanie Rodriguez, works as a Pediatrician in the Child Health department at Allen Ltd Zrog. He is happy to help you in the Dutch language. You can reach out to his hospital email at stephanierodbiguez@healthcare.org.",3041dbb4-f555-4423-b59d-5c50f16e06ed,f0c53802-4474-4ac6-9df7-327635ba9da1,52ebdac5-a145-4899-a1f8-c1569e0df45b,birthDate
"Dr. David Glenn, was born on 1965-09-01, works as a School Nurse in the Child Health department at Allen Ltd Zrog. You can reach out to his hospital email at drdavidglenn@healthcare.org.",380b588e-11f0-4ec1-a525-c0f89f851d5f,f0c53802-4474-4ac6-9df7-327635ba9da1,52ebdac5-a145-4899-a1f8-c1569e0df45b,knowsLanguage
"Bryan Cole, was born on 1984-04-25, works as a Morgue Attendant in the Pathologie department at Allen Ltd Zrog. She is happy to help you in the nl language.",121ea68e-a1a8-4b44-8922-d33ee79bf6ef,3b4590c6-7380-427c-af25-a8cdde699e1e,52ebdac5-a145-4899-a1f8-c1569e0df45b,email
"D. George, was born on 26-01-1986, works as a Renal Dietitain in the Kidney Health department at Allen Ltd Zrog. She is happy to help you in the nl language.",cb372bdd-1bcd-4c63-a9c2-b5878c6d0114,4a082de7-4f6d-4f01-b0dc-2737db807618,52ebdac5-a145-4899-a1f8-c1569e0df45b,email
"N. Garcia, was born on 02-11-1966, is part of the Pathologie department at Allen Ltd Zrog. They is happy to help you in the et language. You can reach out to their hospital email at nicolegarcia@healthcare.org.",ab9bf856-e20d-45c0-b002-ff39d64d2a15,3b4590c6-7380-427c-af25-a8cdde699e1e,52ebdac5-a145-4899-a1f8-c1569e0df45b,jobTitle
"Jack Reynolds, was born on 28-06-1976, is part of the Pathologie department at Allen Ltd Zrog. They is happy to help you in the Dutch language. You can reach out to their hospital email at jackreynolds@healthcare.org.",ac96167d-a574-4898-916c-91da2c601312,3b4590c6-7380-427c-af25-a8cdde699e1e,52ebdac5-a145-4899-a1f8-c1569e0df45b,jobTitle
"Lisa Buck, was born on 1965-09-01, works as a GI Technician in the Digestive Health department at Allen Ltd Zrog. You can reach out to his hospital email at lisabuck@healthcare.org.",1797ce99-3847-4bac-8acd-bea381b8190d,0d0fbbe9-6b7d-4713-8ba1-527dad7114db,52ebdac5-a145-4899-a1f8-c1569e0df45b,knowsLanguage
"Nicole Jacobs, was born on 1991-11-22, works as a Morgue Attendant in the Pathologie department at Allen Ltd Zrog. You can reach out to her hospital email at nicolejacmbs@healthcare.org.",b190abfa-7bf8-4117-97d1-b0becbd007d1,3b4590c6-7380-427c-af25-a8cdde699e1e,52ebdac5-a145-4899-a1f8-c1569e0df45b,knowsLanguage
"J. Perez, was born on 22-07-1978, is part of the General Practice department at Ibarra PLk Zorg. She is happy to help you in the et language. You can reach out to her hospital email at josephperyz@healthcare.org.",99ebc199-6039-44cf-9eeb-907775714c3b,19b5024c-eee2-4362-8ccb-cb6e42e14ce9,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,jobTitle
"Sarah Hudson, was born on 1974-10-15, is part of the General Practice department at Ibarra PLk Zorg. He is happy to help you in the et language. You can reach out to his hospital email at sarahhuqson@healthcare.org.",616f8e4d-f895-497b-a642-3f9b29dd7df6,19b5024c-eee2-4362-8ccb-cb6e42e14ce9,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,jobTitle
"Nunez Christopher, was born on 22-03-1969, works as a Gynecolgoist in the Gynaecologisch department at Ibarra PLk Zorg. You can reach out to their hospital email at christopnernunez@healthcare.org.",6192083f-d999-4865-ac13-0b103a5dacd6,d1da4bba-1ed9-4ae6-a5f4-4940f5114a9a,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,knowsLanguage
"Christopher Barnes, was born on 1976-07-15, works as a Obstetrics Technician in the Gynaecologisch department at Ibarra PLk Zorg. You can reach out to their hospital email at christopherbarnes@healthcare.org.",5c51eaff-58bd-4524-b0ec-e690a35741ce,d1da4bba-1ed9-4ae6-a5f4-4940f5114a9a,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,knowsLanguage
"Mrs. Amy White PhD, was born on 1983-01-17, works as a Optometrist in the Optometrisch department at Ibarra PLk Zorg. You can reach out to her hospital email at mrsamywhitepyd@healthcare.org.",53163b07-5e76-41ec-ad6f-4334d70e4112,bdfdb88e-ae4f-40d7-bad0-e4d2f9dbd648,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,knowsLanguage
"Aaron Jacobs, was born on 1975-09-07, is part of the Optometrisch department at Ibarra PLk Zorg. They is happy to help you in the et language. You can reach out to their hospital email at aaronjacybs@healthcare.org.",8e82356c-baaf-461a-96e9-f83c78313397,bdfdb88e-ae4f-40d7-bad0-e4d2f9dbd648,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,jobTitle
"Brooke Fisher, was born on 1971-08-11, works as a Endocrine Nurse in the Endocrijns department at Ibarra PLk Zorg. You can reach out to his hospital email at brookefisher@healthcare.org.",b0a5534e-ebc7-4495-9451-e5b46639ed5b,8034f222-b4a4-45c3-b4dc-5b1949523e70,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,knowsLanguage
"Howard Barbara, was born on 1967-09-13, is part of the Endocrijns department at Ibarra PLk Zorg. They is happy to help you in the de language. You can reach out to their hospital email at barbarahoward@healthcare.org.",ce63bc0e-31d4-4918-9f71-6c6fb46271ce,8034f222-b4a4-45c3-b4dc-5b1949523e70,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,jobTitle
"Hammond Alexis, works as a Speech hTerapist in the Spraakpathologie department at Ibarra PLk Zorg. He is happy to help you in the German language. You can reach out to his hospital email at alwxishammond@healthcare.org.",db7ab001-c2c4-4958-8123-1a108b992df8,483b7b7f-e2b1-46c9-8f2f-bda2b50ad6d5,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,birthDate
"Martinez Jessica, was born on 05-02-1964, works as a Speech Therapist in the Spraakpathologie department at Ibarra PLk Zorg. You can reach out to his hospital email at jessicamartinez@healthcare.org.",7d02b185-ceb7-4271-8277-22d2bff687ab,483b7b7f-e2b1-46c9-8f2f-bda2b50ad6d5,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,knowsLanguage
"Harrison Aaron, was born on 29-08-1967, works as a Neurological Nurse in the Neurologisch department at Ibarra PLk Zorg. You can reach out to her hospital email at aaronharrison@healthcare.org.",d4df0f53-2968-4cfb-b599-ef18c859102f,76c6bf55-a9b9-42bc-a350-0fcaad785312,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,knowsLanguage
"Colton Travis, was born on 13-05-1964, works as a Neurosurgeon in the Neurologisch department at Ibarra PLk Zorg. You can reach out to his hospital email at coltontravis@healthcare.org.",e79b91bd-8c58-4d1e-b176-df15e74d1bf2,76c6bf55-a9b9-42bc-a350-0fcaad785312,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,knowsLanguage
"Lawson Justin, works as a Optician in the Optometrisch department at Ibarra PLk Zorg. He is happy to help you in the et language. You can reach out to his hospital email at justinlawson@healthcare.org.",3b813bac-b33d-4887-8bff-f1a54dfd1f09,01df3805-5f18-4cea-9b28-9a8432a88b74,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,birthDate
"Austin Drake, was born on 1965-12-20, works as a Vsiion Therapist in the Optometrisch department at Ibarra PLk Zorg. You can reach out to her hospital email at austindrake@healthcare.org.",059b0583-fde2-4f93-8e6f-1ca7271e2d2f,01df3805-5f18-4cea-9b28-9a8432a88b74,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,knowsLanguage
"Pratt Shannon, was born on 09-09-1979, is part of the Long- department at Ibarra PLk Zorg. She is happy to help you in the German language. You can reach out to her hospital email at shannonpratt@healthcare.org.",06722257-bde3-4232-82d5-afa942d09119,91340a41-9333-4293-ba04-a0d5d997e4bf,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,jobTitle
"Kendra Skinner, works as a Lung uFnction Technician in the Long- department at Ibarra PLk Zorg. He is happy to help you in the nl language. You can reach out to his hospital email at kendraskinner@healthcare.org.",c25247a3-56db-49aa-87f0-17cdab34b74d,91340a41-9333-4293-ba04-a0d5d997e4bf,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,birthDate
"T. Bell, was born on 1976-11-08, works as a Optometrist in the Optometrisch department at Ibarra PLk Zorg. You can reach out to their hospital email at thomasbell@healthcare.org.",521d283f-6231-4268-bec9-22c004fcebd3,bdfdb88e-ae4f-40d7-bad0-e4d2f9dbd648,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,knowsLanguage
"Nicholas Bowen, was born on 1970-08-27, is part of the Optometrisch department at Ibarra PLk Zorg. She is happy to help you in the et language. You can reach out to her hospital email at nicnolasbowen@healthcare.org.",ea9f0d6e-a74b-432f-8ba2-8a39051dcf24,bdfdb88e-ae4f-40d7-bad0-e4d2f9dbd648,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,jobTitle
"Mr. Larry Sanford, was born on 1979-10-15, works as a Vision Therapits in the Optometrisch department at Ibarra PLk Zorg. You can reach out to her hospital email at mrlagrysanford@healthcare.org.",5975d0ad-a365-46b6-a9b0-98b2ba2a20d8,01df3805-5f18-4cea-9b28-9a8432a88b74,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,knowsLanguage
"R. Miller, was born on 1977-11-09, works as a Speech Therpaist in the Spraakpathologie department at Ibarra PLk Zorg. You can reach out to her hospital email at robertmiller@healthcare.org.",d6049020-a1b0-4084-825a-07c11dda7a0f,483b7b7f-e2b1-46c9-8f2f-bda2b50ad6d5,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,knowsLanguage
"Nicole Benton, works as a Optician in the Optometrisch department at Ibarra PLk Zorg. They is happy to help you in the de language. You can reach out to their hospital email at nicolebenton@healthcare.org.",5e623264-7764-40b5-9d0e-be5ba683e2f4,bdfdb88e-ae4f-40d7-bad0-e4d2f9dbd648,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,birthDate
"Diana Taylor, works as a Diabetes Educator in the Endocrijns department at Ibarra PLk Zorg. She is happy to help you in the et language. You can reach out to her hospital email at dianabaylor@healthcare.org.",d8f4b142-19df-471b-8378-e81c25581591,8034f222-b4a4-45c3-b4dc-5b1949523e70,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,birthDate
"Kimberly Carney, works as a Optometrist in the Optometrisch department at Ibarra PLk Zorg. They is happy to help you in the de language. You can reach out to their hospital email at kimberlycarney@healthcare.org.",439837fd-390c-4200-b873-62d55905d0c9,bdfdb88e-ae4f-40d7-bad0-e4d2f9dbd648,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,birthDate
"Frederick Kayla, was born on 06-02-1973, is part of the General Practice department at Ibarra PLk Zorg. She is happy to help you in the German language. You can reach out to her hospital email at kaylafrederxck@healthcare.org.",2bc0668a-ad9e-4ee0-9dd7-d64aa7357ac1,19b5024c-eee2-4362-8ccb-cb6e42e14ce9,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,jobTitle
"Robert Garner, was born on 1984-04-01, works as a Endocrine Nurse in the Endocrijns department at Ibarra PLk Zorg. She is happy to help you in the nl language.",3304cdd6-e6e0-4dbb-98ec-b50d3bd80035,8034f222-b4a4-45c3-b4dc-5b1949523e70,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,email
"Robert Randall, was born on 1970-08-19, is part of the Gynaecologisch department at Ibarra PLk Zorg. He is happy to help you in the de language. You can reach out to his hospital email at robertrandall@healthcare.org.",cb3d7725-d36c-4f98-b1c4-061136de63ac,d1da4bba-1ed9-4ae6-a5f4-4940f5114a9a,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,jobTitle
"Austin Richard, was born on 11-07-1987, works as a Endocrinologist in the Endocrijns department at Ibarra PLk Zorg. She is happy to help you in the German language.",406b10a3-c786-41ce-b9ad-729f555e80af,8034f222-b4a4-45c3-b4dc-5b1949523e70,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,email
"Ward Morgan, was born on 20-05-1994, works as a Communication Disorders Specialist in the Spraakpathologie department at Ibarra PLk Zorg. They is happy to help you in the et language.",ff6b8936-156a-455f-a8dd-66aa5e928c94,483b7b7f-e2b1-46c9-8f2f-bda2b50ad6d5,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,email
"Santiago Brian, was born on 20-10-1996, is part of the Neurologisch department at Ibarra PLk Zorg. They is happy to help you in the et language. You can reach out to their hospital email at briinsantiago@healthcare.org.",7867bda9-bba4-4d8a-9cba-29ce6432ecf9,76c6bf55-a9b9-42bc-a350-0fcaad785312,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,jobTitle
"J. Barrera, was born on 30-11-1985, is part of the Gynaecologisch department at Ibarra PLk Zorg. She is happy to help you in the German language. You can reach out to her hospital email at jamesbarrera@healthcare.org.",3609a69d-3b08-402b-adbd-3b474750fc5e,d1da4bba-1ed9-4ae6-a5f4-4940f5114a9a,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,jobTitle
"Sue Peters, was born on 1989-04-03, works as a Orthopedic Nurse in the Bone & Joint Clinic department at Griffin, Ross and Saunders Zorg. You can reach out to her hospital email at suepeters@healthcare.org.",b9706cc7-fe4e-4bda-b31b-00b91628299a,a97e76ef-ebef-4ae1-89c3-a12df0bed3ed,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,knowsLanguage
"Zachary Bates, was born on 1960-11-27, works as a Orthopedic uSrgeon in the Bone & Joint Clinic department at Griffin, Ross and Saunders Zorg. You can reach out to their hospital email at zahharybates@healthcare.org.",737a9dc4-a3b2-4a58-b554-5b0c35293337,a97e76ef-ebef-4ae1-89c3-a12df0bed3ed,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,knowsLanguage
"Kyle Arnold, works as a Sleep Technciian in the Ademhalingstherapie department at Griffin, Ross and Saunders Zorg. He is happy to help you in the et language. You can reach out to his hospital email at kylyarnold@healthcare.org.",8273304e-5be0-42fd-9d56-6614ebe1b9f9,6e323ff4-c345-495e-b8fa-29e6831520ca,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,birthDate
"Lee Olivia, was born on 19-07-1974, is part of the Ademhalingstherapie department at Griffin, Ross and Saunders Zorg. She is happy to help you in the German language. You can reach out to her hospital email at oyivialee@healthcare.org.",3a3e41a9-69cc-4315-a805-fa4b895f5005,6e323ff4-c345-495e-b8fa-29e6831520ca,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,jobTitle
"S. Hale, was born on 12-10-1960, is part of the Mental Health department at Griffin, Ross and Saunders Zorg. She is happy to help you in the et language. You can reach out to her hospital email at suzaniehale@healthcare.org.",e7ff2b28-94f5-4a32-a4f2-6813037105b1,5516c1a6-45d3-4a2c-8826-8550d171a798,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,jobTitle
"James April, works as a Psychiatrist in the Mental Health department at Griffin, Ross and Saunders Zorg. They is happy to help you in the nl language. You can reach out to their hospital email at apriljames@healthcare.org.",fa92f71c-a405-43b3-9c4e-c5395a1a4620,5516c1a6-45d3-4a2c-8826-8550d171a798,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,birthDate
"Kent Carr, was born on 1986-01-25, works as a Sleep Technician in the Ademhalingstherapie department at Griffin, Ross and Saunders Zorg. You can reach out to her hospital email at kentcarr@healthcare.org.",110a58a9-2956-4fbf-824e-fe9dbf9de014,690aae3f-ade5-4235-84d4-09975748c032,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,knowsLanguage
"M. Dawn Evans, was born on 1985-01-25, works as a Respiratory Therapist in the Ademhalingstherapie department at Griffin, Ross and Saunders Zorg. You can reach out to her hospital email at missdawnevans@healthcare.org.",82463114-c998-4211-b6f0-2f2d05249309,690aae3f-ade5-4235-84d4-09975748c032,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,knowsLanguage
"Dr. Robert Watson DVM, was born on 1962-04-30, is part of the Plastische chirurgie department at Griffin, Ross and Saunders Zorg. He is happy to help you in the et language. You can reach out to his hospital email at drrobertwatsondvm@healthcare.org.",09eeb594-2f70-4c90-83e4-b33cabb619b1,4d543a0e-b3e5-47e4-a261-a3d28bdbf1f8,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,jobTitle
"Garcia Michael, was born on 1981-10-07, works as a Platsic Surgeon in the Plastische chirurgie department at Griffin, Ross and Saunders Zorg. You can reach out to their hospital email at michailgarcia@healthcare.org.",f9957bea-a99c-4f4f-97ff-cb81bbcb6006,4d543a0e-b3e5-47e4-a261-a3d28bdbf1f8,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,knowsLanguage
"Diaz Carol, works as a Poison Control Specialist in the Toxicologisch department at Griffin, Ross and Saunders Zorg. He is happy to help you in the et language. You can reach out to his hospital email at caroldiaz@healthcare.org.",0c869d23-359b-4e6c-95c2-3ab8c464b14b,5447353b-c9dc-4fb4-b567-7aaf4f462933,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,birthDate
"Martinez Kristin, was born on 07-12-1970, works as a Poison Control Specialist in the Toxicologisch department at Griffin, Ross and Saunders Zorg. You can reach out to her hospital email at kristinmartinez@healthcare.org.",f8f1c356-106a-4b37-a458-86683a3000e6,5447353b-c9dc-4fb4-b567-7aaf4f462933,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,knowsLanguage
"Howard Heidi, was born on 07-10-1972, works as a Pulmoanry Function Technologist in the Ademhalingstherapie department at Griffin, Ross and Saunders Zorg. She is happy to help you in the de language.",8cd90c61-d7e4-4a66-837a-1e9c382b1ae8,0f32e315-7a2b-45d6-926d-076cd58cf189,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,email
"Amy Jacobs, works as a Pulmonary Functoin Technologist in the Ademhalingstherapie department at Griffin, Ross and Saunders Zorg. She is happy to help you in the de language. You can reach out to her hospital email at amyjacobs@healthcare.org.",e81a8b15-89e9-45d5-94e0-379a1732ed34,0f32e315-7a2b-45d6-926d-076cd58cf189,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,birthDate
"Mckenzie Cathy, was born on 01-06-1983, is part of the Anesthesie department at Griffin, Ross and Saunders Zorg. She is happy to help you in the de language. You can reach out to her hospital email at cathymckenzie@healthcare.org.",d55300f2-663e-4500-aa45-d287615e2bb3,54496139-add6-4d20-93f3-f048d814a978,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,jobTitle
"Megan Patel, was born on 1996-08-04, works as a Ansethesiology Assistant in the Anesthesie department at Griffin, Ross and Saunders Zorg. She is happy to help you in the et language.",51972f67-9ae9-4728-97b5-99f822e3bcf6,54496139-add6-4d20-93f3-f048d814a978,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,email
"Edgar Cowan, was born on 1996-03-27, works as a Arthritis Specialist in the Joint & Immune Clinic department at Griffin, Ross and Saunders Zorg. He is happy to help you in the et language.",3bd47992-4df7-46d7-ba2e-21ad97cb44c2,e675e7e7-f848-419a-91fa-1e143cde8704,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,email
"Chad Wright, was born on 1996-11-25, works as a Rheumatoolgy Nurse in the Joint & Immune Clinic department at Griffin, Ross and Saunders Zorg. You can reach out to his hospital email at chadvright@healthcare.org.",1feb02a0-6548-49c7-bb2f-775aefa7ca69,e675e7e7-f848-419a-91fa-1e143cde8704,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,knowsLanguage
"Gerald Gill, was born on 1998-07-11, works as a Diet Technician in the Dieetvoeding department at Griffin, Ross and Saunders Zorg. They is happy to help you in the et language.",657fb253-4a4b-4d54-9962-7d4a54d004cc,56123a73-379e-44d2-a764-10c23f6b772a,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,email
"Jessica Wilson, was born on 1999-05-11, works as a Nutritionsit in the Dieetvoeding department at Griffin, Ross and Saunders Zorg. You can reach out to her hospital email at jessicawicson@healthcare.org.",35d8151c-f1c6-427b-8993-6bfce66ce628,56123a73-379e-44d2-a764-10c23f6b772a,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,knowsLanguage
"Tammy Padilla, was born on 1995-04-23, works as a Nutritionist in the Dieetvoeding department at Griffin, Ross and Saunders Zorg. You can reach out to their hospital email at tammypadilla@healthcare.org.",a2078258-1cd4-4456-bcd1-d4ae922536cc,56123a73-379e-44d2-a764-10c23f6b772a,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,knowsLanguage
"C. Sanchez, was born on 09-02-1991, works as a Orthopedic Nurse in the Bone & Joint Clinic department at Griffin, Ross and Saunders Zorg. You can reach out to their hospital email at curtissanchez@healthcare.org.",82779bb3-d0d8-4dc2-af09-d868a63efbe3,a97e76ef-ebef-4ae1-89c3-a12df0bed3ed,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,knowsLanguage
"Garcia Alex, was born on 1961-11-14, works as a Mental Health Nurse in the Mental Health department at Griffin, Ross and Saunders Zorg. He is happy to help you in the et language.",0c99725b-04a5-441d-86a9-232be797a97a,5516c1a6-45d3-4a2c-8826-8550d171a798,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,email
"Morgan Hill, works as a Reconstructive Specialist in the Plastische chirurgie department at Griffin, Ross and Saunders Zorg. She is happy to help you in the et language. You can reach out to her hospital email at morganhill@healthcare.org.",5cfa744f-c71e-4302-b61b-dc8d9650e9fd,4d543a0e-b3e5-47e4-a261-a3d28bdbf1f8,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,birthDate
"Gonzalez Mary, was born on 19-03-1971, is part of the Ademhalingstherapie department at Griffin, Ross and Saunders Zorg. She is happy to help you in the Dutch language. You can reach out to her hospital email at marygonzalez@healthcare.org.",f6cd31de-2a3a-4bde-ba35-3fb00630a9c5,690aae3f-ade5-4235-84d4-09975748c032,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,jobTitle
"Erickson Melissa, was born on 1969-09-17, works as a Anesthesiology Assitsant in the Anesthesie department at Griffin, Ross and Saunders Zorg. He is happy to help you in the et language.",ee2aafe9-9a59-4140-802c-7a6c3e3f40cc,54496139-add6-4d20-93f3-f048d814a978,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,email
"Lindsay Scott, was born on 1992-09-07, works as a CosmeticS urgery Nurse in the Plastische chirurgie department at Griffin, Ross and Saunders Zorg. He is happy to help you in the nl language.",24e78e1d-ea73-4f29-9759-8ac502019df9,4d543a0e-b3e5-47e4-a261-a3d28bdbf1f8,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,email
"Wade Caroline, was born on 28-01-1994, works as a Anesthesiology Nurse in the Anesthesie department at Griffin, Ross and Saunders Zorg. She is happy to help you in the et language.",3b5e3ff8-06db-43ae-a6ca-2e67c3d101f3,54496139-add6-4d20-93f3-f048d814a978,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,email
"Reed Angela, was born on 23-12-1986, works as a Respiratory Theraipst in the Ademhalingstherapie department at Griffin, Ross and Saunders Zorg. You can reach out to their hospital email at angenareed@healthcare.org.",51853f6a-2079-4452-a531-574beba00297,6e323ff4-c345-495e-b8fa-29e6831520ca,c058a332-b4cf-4fa8-ac98-f73d27fe1b4b,knowsLanguage
"D. Richards, was born on 06-01-2000, works as a Plastic Sugreon in the Plastische chirurgie department at Figueroa-Storng Zorg. You can reach out to his hospital email at dawnricharrs@healthcare.org.",30860f35-5c27-421d-80e5-1d91eafe7d43,94307158-03cd-4178-b578-b202a834a79f,71a8c9c6-0f6a-475b-b55b-2e5ca6ed0ac0,knowsLanguage
"Juan Miller, works as a Cosmteic Surgery Nurse in the Plastische chirurgie department at Figueroa-Storng Zorg. He is happy to help you in the et language. You can reach out to his hospital email at juanmiller@healthcare.org.",1ccbaaf3-ea06-40d8-9d41-e18418cd38b5,94307158-03cd-4178-b578-b202a834a79f,71a8c9c6-0f6a-475b-b55b-2e5ca6ed0ac0,birthDate
"M. Dunn, was born on 13-10-1993, is part of the Urologisch department at Figueroa-Storng Zorg. They is happy to help you in the et language. You can reach out to their hospital email at michaelduin@healthcare.org.",7945f41a-232f-4fae-8be4-85f737028e97,1d60ee66-1540-42f1-8f22-070ded39abe0,71a8c9c6-0f6a-475b-b55b-2e5ca6ed0ac0,jobTitle
"M. Cobb, was born on 15-08-1970, works as a Urologist in the Urologisch department at Figueroa-Storng Zorg. She is happy to help you in the et language.",e2fd8534-38dd-462f-96d3-3e2f09474afe,1d60ee66-1540-42f1-8f22-070ded39abe0,71a8c9c6-0f6a-475b-b55b-2e5ca6ed0ac0,email
"P. Ball, was born on 29-02-1984, is part of the Genetisch department at Figueroa-Storng Zorg. He is happy to help you in the et language. You can reach out to his hospital email at patriciaball@healthcare.org.",57843e01-93b0-48ac-8f03-8d6a08055d83,4c8909e3-1d54-4d05-b0de-ca69debcb6d2,71a8c9c6-0f6a-475b-b55b-2e5ca6ed0ac0,jobTitle
"Spears Timothy, was born on 1980-12-25, works as a Clinical Genetics Specialist in the Genetisch department at Figueroa-Storng Zorg. They is happy to help you in the et language.",e5e99b78-b25f-4b0f-921c-baf8ef1ac751,4c8909e3-1d54-4d05-b0de-ca69debcb6d2,71a8c9c6-0f6a-475b-b55b-2e5ca6ed0ac0,email
"Michael Brown, was born on 1993-11-18, is part of the Long- department at Figueroa-Storng Zorg. He is happy to help you in the et language. You can reach out to his hospital email at michaelbxown@healthcare.org.",0116d36e-bba3-48dc-b6a1-521655d2309b,6c77700a-55d6-4f9b-85b0-3a351c16dc39,71a8c9c6-0f6a-475b-b55b-2e5ca6ed0ac0,jobTitle
"Burke Lisa, works as a Lung Function Tecnhician in the Long- department at Figueroa-Storng Zorg. She is happy to help you in the Dutch language. You can reach out to her hospital email at likaburke@healthcare.org.",ec58cdb4-2fc6-42c0-a32c-21f087b967f8,6c77700a-55d6-4f9b-85b0-3a351c16dc39,71a8c9c6-0f6a-475b-b55b-2e5ca6ed0ac0,birthDate
"H. Griffith, was born on 22-09-1989, works as a Renal Dietitina in the Kidney Health department at Figueroa-Storng Zorg. He is happy to help you in the et language.",65bafead-a230-4023-b2bd-c3d683ed9b5e,ec319b23-c7ff-4268-b14b-bea9404f72f3,71a8c9c6-0f6a-475b-b55b-2e5ca6ed0ac0,email
