row,identifier,column,original,new,variation
216,6e811100-81d8-4c78-a5ac-f63222750abb,birthDate,1970-12-27,27-12-1970,Birth Date Format Change
217,35643c30-a542-46f0-9593-4d23d33c1060,personName,Mathew Gomez,M. Gomez,Name Abbreviation
217,35643c30-a542-46f0-9593-4d23d33c1060,birthDate,1992-06-29,29-06-1992,Birth Date Format Change
217,35643c30-a542-46f0-9593-4d23d33c1060,knowsLanguage,nl,Dutch,Language Representation Change
218,566e18b8-3dd8-4aec-a2e3-f9a2c522467c,personName,Adrian Ramirez,Ramirez Adrian,Name Order Change
218,566e18b8-3dd8-4aec-a2e3-f9a2c522467c,knowsLanguage,de,German,Language Representation Change
219,87e3fd95-95b7-4df7-a6cd-99b7249f31b8,birthDate,1994-12-22,22-12-1994,Birth Date Format Change
219,87e3fd95-95b7-4df7-a6cd-99b7249f31b8,personName,Lindsey Watts,Watts Lindsey,Name Order Change
221,6f8c9548-7e55-4ca6-89f5-86d2468e9a21,birthDate,1974-09-11,11-09-1974,Birth Date Format Change
221,6f8c9548-7e55-4ca6-89f5-86d2468e9a21,knowsLanguage,nl,Dutch,Language Representation Change
221,6f8c9548-7e55-4ca6-89f5-86d2468e9a21,personName,Amanda Fowler,Fowler Amanda,Name Order Change
224,11a4e0a9-f52a-4dbe-8279-1be8bbee3ce8,personName,Bethany Matthews,Matthews Bethany,Name Order Change
224,11a4e0a9-f52a-4dbe-8279-1be8bbee3ce8,birthDate,1979-12-27,27-12-1979,Birth Date Format Change
224,11a4e0a9-f52a-4dbe-8279-1be8bbee3ce8,knowsLanguage,nl,Dutch,Language Representation Change
225,c626b633-d85f-4218-9c15-0c53edeae4ce,birthDate,1993-09-28,28-09-1993,Birth Date Format Change
225,c626b633-d85f-4218-9c15-0c53edeae4ce,personName,Nicole Dean,Dean Nicole,Name Order Change
226,34546089-3771-401d-919d-5e65639d631e,personName,Linda Cunningham,Cunningham Linda,Name Order Change
226,34546089-3771-401d-919d-5e65639d631e,birthDate,1995-10-28,28-10-1995,Birth Date Format Change
227,cbc4740f-18f4-4db9-96b1-ce90ee75e67b,birthDate,1984-10-29,29-10-1984,Birth Date Format Change
227,cbc4740f-18f4-4db9-96b1-ce90ee75e67b,knowsLanguage,de,German,Language Representation Change
228,116c00eb-243f-42b4-ab25-68c03c82b15f,personName,Rhonda Shelton,R. Shelton,Name Abbreviation
228,116c00eb-243f-42b4-ab25-68c03c82b15f,knowsLanguage,de,German,Language Representation Change
228,116c00eb-243f-42b4-ab25-68c03c82b15f,birthDate,1984-03-23,23-03-1984,Birth Date Format Change
229,aa741eb5-e680-4802-b8cc-5cecda992d44,personName,Brenda Benton,B. Benton,Name Abbreviation
229,aa741eb5-e680-4802-b8cc-5cecda992d44,birthDate,1991-12-30,30-12-1991,Birth Date Format Change
231,4b7132bb-1852-452e-a991-93ca562bed61,birthDate,1990-10-10,10-10-1990,Birth Date Format Change
231,4b7132bb-1852-452e-a991-93ca562bed61,personName,Oscar Chavez,O. Chavez,Name Abbreviation
234,ef9c94f2-1519-47c7-b410-aa2963422883,birthDate,1981-11-18,18-11-1981,Birth Date Format Change
237,01396d1a-8cec-4b63-b9fd-ae736f40bcfc,birthDate,1975-03-05,05-03-1975,Birth Date Format Change
237,01396d1a-8cec-4b63-b9fd-ae736f40bcfc,personName,Kristina Jones,Jones Kristina,Name Order Change
238,7c1e3a6e-b3f5-4339-8676-f7926ec46a36,knowsLanguage,de,German,Language Representation Change
238,7c1e3a6e-b3f5-4339-8676-f7926ec46a36,birthDate,1984-07-14,14-07-1984,Birth Date Format Change
238,7c1e3a6e-b3f5-4339-8676-f7926ec46a36,personName,James Navarro,Navarro James,Name Order Change
239,4280ea37-ccd3-42ee-8b73-fb3c5b32db8e,personName,Justin Yang,Yang Justin,Name Order Change
239,4280ea37-ccd3-42ee-8b73-fb3c5b32db8e,knowsLanguage,nl,Dutch,Language Representation Change
241,5119bcdb-b22d-4ebf-b547-e93fcc070722,birthDate,1980-12-19,19-12-1980,Birth Date Format Change
241,5119bcdb-b22d-4ebf-b547-e93fcc070722,personName,Jessica King,J. King,Name Abbreviation
244,83c452e1-9ce0-4e6d-8509-23b3d4a8e3c7,birthDate,1968-02-02,02-02-1968,Birth Date Format Change
244,83c452e1-9ce0-4e6d-8509-23b3d4a8e3c7,personName,Rebecca Aguirre,Aguirre Rebecca,Name Order Change
244,83c452e1-9ce0-4e6d-8509-23b3d4a8e3c7,knowsLanguage,nl,Dutch,Language Representation Change
245,06ea3809-a312-4f0d-94e9-9b77fae76dd2,knowsLanguage,nl,Dutch,Language Representation Change
245,06ea3809-a312-4f0d-94e9-9b77fae76dd2,birthDate,1968-11-21,21-11-1968,Birth Date Format Change
245,06ea3809-a312-4f0d-94e9-9b77fae76dd2,personName,Karen Anderson,K. Anderson,Name Abbreviation
246,b4aeeccf-8757-4725-951f-7564f55126c9,birthDate,1986-06-16,16-06-1986,Birth Date Format Change
246,b4aeeccf-8757-4725-951f-7564f55126c9,personName,Aaron Russell,Russell Aaron,Name Order Change
247,976690be-d403-40bb-a870-633ead977ed1,birthDate,1968-10-05,10-05-1968,Date Format Changes
248,abc42a9b-ed6b-4634-a2e8-ff22fcc37500,personName,Andrea Lewis,Lewis Andrea,Name Order Changes
249,9dd6b565-ab32-4a34-bc39-653c67cde34e,personName,Kayla Hernandez,Hernandez Kayla,Name Order Changes
250,9dd10b5c-444a-4860-9426-35bc708cd1b7,personName,Daniel Parker,Parker Daniel,Name Order Changes
251,f8adf3a3-c353-4bf5-8367-4b967fa5a7af,birthDate,1984-04-29,1984-29-04,Date Format Changes
252,7c53fa9f-047a-4a05-8794-b23adee42457,personName,Christine Morgan,Morgan Christine,Name Order Change
252,7c53fa9f-047a-4a05-8794-b23adee42457,knowsLanguage,nl,Dutch,Language Representation Change
253,d7982e0b-6903-4c3f-9e15-8bb01820ef39,personName,Cynthia Mathis,C. Mathis,Name Abbreviation
253,d7982e0b-6903-4c3f-9e15-8bb01820ef39,birthDate,1989-10-16,16-10-1989,Birth Date Format Change
254,19df697e-68f7-49c9-87a9-35f1cd8ed7a4,personName,Amy Coleman,Coleman Amy,Name Order Change
254,19df697e-68f7-49c9-87a9-35f1cd8ed7a4,knowsLanguage,nl,Dutch,Language Representation Change
255,8689c3e1-a530-4719-9f67-df3d15febd74,personName,Robert Moreno,R. Moreno,Name Abbreviations
256,73c94950-0b81-4fac-b68f-ea3bc571265e,personName,Cory Silva,C. Silva,Name Abbreviations
257,272c8d9a-dde0-40fd-860f-9ce41e648872,personName,Ashley Clay,A. Clay,Name Abbreviations
258,c6dffbec-f5c6-42b3-9d1b-e5d1a754af15,personName,Norma Meyer,N. Meyer,Name Abbreviations
259,d0a9ffdd-adc0-4566-bcfc-4ead213e85ea,personName,Katherine Ford,Ford Katherine,Name Order Change
260,2d892ff4-5fc9-4fa2-afff-00ba282edf05,personName,Martha Williams,M. Williams,Name Abbreviations
261,e406f209-a9f0-4788-af07-722aeb5b2c3f,knowsLanguage,nl,Dutch,Language Representation Change
261,e406f209-a9f0-4788-af07-722aeb5b2c3f,personName,Barry Peters,Peters Barry,Name Order Change
262,aef4aba0-e3da-4b62-a2e7-7b33798dd9c8,personName,Gloria Petersen,Petersen Gloria,Name Order Change
262,aef4aba0-e3da-4b62-a2e7-7b33798dd9c8,birthDate,1977-03-19,19-03-1977,Birth Date Format Change
263,b3893bc7-ba14-4beb-881b-7b308377d3b8,birthDate,1996-06-07,06-07-1996,Date Format Changes
264,e0c14dc9-fcc1-40cb-9e3d-55da9fd1f598,knowsLanguage,nl,Dutch,Language Representation Change
264,e0c14dc9-fcc1-40cb-9e3d-55da9fd1f598,personName,Dawn Conner,Conner Dawn,Name Order Change
265,e31e6208-dec9-417a-a7e7-150a8b2dfdbf,personName,Tammy Brooks,Brooks Tammy,Name Order Changes
266,db6f5979-8712-4a1a-863a-5240b3a560cb,birthDate,1973-06-26,26-06-1973,Birth Date Format Change
266,db6f5979-8712-4a1a-863a-5240b3a560cb,personName,Natalie Bishop,N. Bishop,Name Abbreviation
267,39452a51-fae8-4ab6-9057-799e786b7728,personName,Carol Williams,C. Williams,Name Abbreviation
268,5ff5fcc7-1bb9-403e-9cd0-fc8f91b7bcd5,knowsLanguage,et,et,Language Abbreviation Expansion
269,8713ac25-92b7-453a-a6f0-2c466402123c,birthDate,1971-02-05,02-05-1971,Date Format Changes
270,301bba93-ec69-4d2a-9428-dde8caf5e924,personName,Victoria Ward,V. Ward,Name Abbreviations
271,247b7b4d-a46d-4d05-bed3-bac6711dafe3,birthDate,1988-09-17,1988-17-09,Date Format Changes
272,f83d71b2-c4ab-4769-b7c6-ea792e53c210,personName,Henry Banks,H. Banks,Name Abbreviations
273,4f1728e0-a481-4fc5-95d8-3d89694241b7,knowsLanguage,nl,Dutch,Language Representation Change
273,4f1728e0-a481-4fc5-95d8-3d89694241b7,personName,Timothy Khan,T. Khan,Name Abbreviation
274,7600c884-fea7-4d63-8522-66ba0f493112,personName,Megan Fisher,Fisher Megan,Name Order Changes
275,84963570-b411-4eaf-ad72-65db081f7d48,personName,Kenneth Glover,Glover Kenneth,Name Order Change
275,84963570-b411-4eaf-ad72-65db081f7d48,knowsLanguage,nl,Dutch,Language Representation Change
276,f3e2e524-c957-4f90-8db9-b3a77f4d6993,knowsLanguage,et,et,Language Abbreviation Expansion
277,7bdc806d-ee19-4849-b6df-59df3569db32,knowsLanguage,et,et,Language Abbreviation Expansion
278,0d9a6fd6-a9f2-4214-ba34-ab5f24ae704b,personName,Rachel Williams,Williams Rachel,Name Order Changes
279,7e386c41-5005-418f-a370-2a781e3dd927,personName,Terry Hughes,T. Hughes,Name Abbreviations
280,fe362397-6bc2-4163-9369-32fcec1c4d5c,knowsLanguage,de,German,Language Representation Change
280,fe362397-6bc2-4163-9369-32fcec1c4d5c,birthDate,1998-12-23,23-12-1998,Birth Date Format Change
280,fe362397-6bc2-4163-9369-32fcec1c4d5c,personName,Shannon Reid,S. Reid,Name Abbreviation
281,183e587b-36c1-46af-8991-161229a5b4de,birthDate,1967-04-27,27-04-1967,Birth Date Format Change
281,183e587b-36c1-46af-8991-161229a5b4de,knowsLanguage,de,German,Language Representation Change
282,2789e561-747a-439a-aadf-28328271b43b,personName,Gabriella Padilla,G. Padilla,Name Abbreviations
283,d4c870f7-7ee4-47d1-b089-8ec85d1bbcaa,personName,Carrie Oneill,Oneill Carrie,Name Order Change
283,d4c870f7-7ee4-47d1-b089-8ec85d1bbcaa,knowsLanguage,de,German,Language Representation Change
284,cee65c12-efb7-47b4-aa05-a6c750974120,birthDate,1996-08-24,24-08-1996,Birth Date Format Change
284,cee65c12-efb7-47b4-aa05-a6c750974120,knowsLanguage,de,German,Language Representation Change
284,cee65c12-efb7-47b4-aa05-a6c750974120,personName,Jerry Bell,Bell Jerry,Name Order Change
285,38c1608a-e634-4141-b569-90df6e2a2b5e,personName,Amanda Wilson,Wilson Amanda,Name Order Change
285,38c1608a-e634-4141-b569-90df6e2a2b5e,birthDate,1993-08-14,14-08-1993,Birth Date Format Change
286,72686416-0a5b-412f-9796-88e7be6ea5f5,knowsLanguage,et,et,Language Abbreviation Expansion
287,b691cc9f-466e-46fe-ab2c-eda8babe1086,personName,Taylor Thornton,Thornton Taylor,Name Order Changes
288,a3b0d6a0-95fc-4937-b72f-53188dd74323,birthDate,1959-05-04,04-05-1959,Birth Date Format Change
288,a3b0d6a0-95fc-4937-b72f-53188dd74323,personName,Brittany Bennett,B. Bennett,Name Abbreviation
289,4ee7061c-ef69-45bb-93b6-f4f57f2acc18,knowsLanguage,nl,Dutch,Language Abbreviation Expansion
290,19831cdd-1adb-4087-a0d9-ba7a7caf256d,knowsLanguage,nl,Dutch,Language Abbreviation Expansion
291,30ddf93e-4ea0-40ff-a802-49a1dfa9bcf0,birthDate,1964-05-07,07-05-1964,Birth Date Format Change
291,30ddf93e-4ea0-40ff-a802-49a1dfa9bcf0,personName,Jeffery Russo,J. Russo,Name Abbreviation
292,ccda4a75-2a46-474d-a8eb-4f1a046f48fb,personName,Latoya Wright,Wright Latoya,Name Order Change
292,ccda4a75-2a46-474d-a8eb-4f1a046f48fb,birthDate,1964-05-05,05-05-1964,Birth Date Format Change
292,ccda4a75-2a46-474d-a8eb-4f1a046f48fb,knowsLanguage,nl,Dutch,Language Representation Change
293,b4eb1e34-302a-4879-a68b-ef2d33e10a93,birthDate,1998-11-13,1998-13-11,Date Format Changes
294,b8aa61fc-20ce-4104-a519-04dbd816a55f,personName,Alyssa Rowe,A. Rowe,Name Abbreviation
294,b8aa61fc-20ce-4104-a519-04dbd816a55f,birthDate,1971-04-13,13-04-1971,Birth Date Format Change
294,b8aa61fc-20ce-4104-a519-04dbd816a55f,knowsLanguage,de,German,Language Representation Change
295,a2e31f81-ae79-41c7-ad0f-3b815861c593,birthDate,1972-10-26,26-10-1972,Birth Date Format Change
295,a2e31f81-ae79-41c7-ad0f-3b815861c593,personName,Jonathan Burton,J. Burton,Name Abbreviation
296,ad2c53ec-1bd5-4871-9053-78ae62b7e142,personName,Matthew Sanders,M. Sanders,Name Abbreviations
297,124823f6-b4b9-479b-9530-d3d5a5bbf30b,personName,Michael Mccall,M. Mccall,Name Abbreviations
298,0b874ce2-40b6-4017-b415-d3bf513f302c,personName,Garrett Barron,G. Barron,Name Abbreviation
298,0b874ce2-40b6-4017-b415-d3bf513f302c,birthDate,1984-08-20,20-08-1984,Birth Date Format Change
299,8646af16-6882-45ad-9a90-ef76992c0f5a,birthDate,1981-09-26,26-09-1981,Birth Date Format Change
299,8646af16-6882-45ad-9a90-ef76992c0f5a,personName,Marissa Foley,Foley Marissa,Name Order Change
300,2b11052a-3626-49df-acbe-143d8ae17b9a,birthDate,1989-12-24,24-12-1989,Birth Date Format Change
300,2b11052a-3626-49df-acbe-143d8ae17b9a,personName,Mr. Eric Roman DDS,M. Eric Roman DDS,Name Abbreviation
301,2f2f9420-23e4-4313-8b29-94f5bf6bee62,knowsLanguage,nl,Dutch,Language Representation Change
301,2f2f9420-23e4-4313-8b29-94f5bf6bee62,personName,Janet Hill,J. Hill,Name Abbreviation
301,2f2f9420-23e4-4313-8b29-94f5bf6bee62,birthDate,1968-03-16,16-03-1968,Birth Date Format Change
302,fbc481d0-c2ee-4c58-acea-7b078534af6a,knowsLanguage,nl,Dutch,Language Representation Change
302,fbc481d0-c2ee-4c58-acea-7b078534af6a,personName,Wayne Shaw,W. Shaw,Name Abbreviation
302,fbc481d0-c2ee-4c58-acea-7b078534af6a,birthDate,1983-01-29,29-01-1983,Birth Date Format Change
303,68c299b1-7c38-4fb9-8c3a-19ffa930360c,birthDate,1977-01-14,14-01-1977,Birth Date Format Change
303,68c299b1-7c38-4fb9-8c3a-19ffa930360c,personName,Christine Kim,C. Kim,Name Abbreviation
304,8a93b888-38dc-46d0-919d-0c06429d52b5,personName,Geoffrey Fritz,Fritz Geoffrey,Name Order Changes
305,3ff06e55-c418-4042-83ac-a4774254efad,personName,Mr. Darius Graves,Graves Mr.,Name Order Changes
306,939b18f4-3010-471e-8da7-07b79030dc69,birthDate,1976-07-21,21-07-1976,Birth Date Format Change
306,939b18f4-3010-471e-8da7-07b79030dc69,personName,Brittany Miller,Miller Brittany,Name Order Change
307,639240b8-a731-47c5-a983-dd62e2a87e3b,birthDate,1980-08-21,1980-21-08,Date Format Changes
308,ecf3c7d9-62aa-4e2a-9234-46d16e5bc40a,personName,Debra Mccall,Mccall Debra,Name Order Change
309,42059378-c46d-484e-bc7a-c3c22f0ceb41,knowsLanguage,nl,Dutch,Language Abbreviation Expansion
310,27429e56-f0fc-464a-b0b9-08df9b6f8426,personName,Timothy Miles,T. Miles,Name Abbreviations
311,3e8a6ce6-4c52-4949-8324-8f55535de8cb,birthDate,1963-06-23,23-06-1963,Birth Date Format Change
311,3e8a6ce6-4c52-4949-8324-8f55535de8cb,personName,Kevin Nguyen,Nguyen Kevin,Name Order Change
311,3e8a6ce6-4c52-4949-8324-8f55535de8cb,knowsLanguage,nl,Dutch,Language Representation Change
312,cbba94e1-949e-4c09-9db8-f65d45eecba1,birthDate,1965-11-18,1965-18-11,Date Format Changes
313,2fa0e8b1-1539-4133-99a7-7bc7fa024298,birthDate,1981-10-07,07-10-1981,Birth Date Format Change
313,2fa0e8b1-1539-4133-99a7-7bc7fa024298,knowsLanguage,nl,Dutch,Language Representation Change
313,2fa0e8b1-1539-4133-99a7-7bc7fa024298,personName,Timothy Nash,Nash Timothy,Name Order Change
314,8151d388-6b6e-4b09-9859-5c2ff8a5392c,birthDate,1990-09-11,09-11-1990,Date Format Changes
315,eb59d4df-ce21-454b-84c8-ead75bf38980,personName,Kenneth Fletcher,Fletcher Kenneth,Name Order Changes
316,f16af1e0-0876-41ea-be50-db2547deaf53,personName,Jeremiah Franco,J. Franco,Name Abbreviations
317,82b96379-51bd-444e-803a-0b41ed1b9044,knowsLanguage,nl,Dutch,Language Abbreviation Expansion
318,6c68a5d4-9278-4e74-87a7-e214d3681e91,personName,Samuel Mejia,S. Mejia,Name Abbreviation
318,6c68a5d4-9278-4e74-87a7-e214d3681e91,birthDate,1971-09-13,13-09-1971,Birth Date Format Change
318,6c68a5d4-9278-4e74-87a7-e214d3681e91,knowsLanguage,nl,Dutch,Language Representation Change
319,50409aef-62c5-4b47-9885-40d3bfb483a5,personName,Richard Curtis,Curtis Richard,Name Order Changes
320,cac92acb-72f1-4b08-a385-b123e82f47ca,birthDate,1966-12-28,1966-28-12,Date Format Changes
321,a86cfb38-0425-444f-9e27-15e8e46a5e4f,personName,Mario Bond,M. Bond,Name Abbreviation
322,fd1ec008-2575-4290-bfa6-65bfdff5199e,birthDate,1971-10-15,1971-15-10,Date Format Changes
323,4468f3b1-5ecb-479e-841c-76e28de031c4,personName,Teresa Davis,T. Davis,Name Abbreviation
323,4468f3b1-5ecb-479e-841c-76e28de031c4,birthDate,1971-11-06,06-11-1971,Birth Date Format Change
324,de858934-d4d9-48e9-99ec-d69b28d85e83,birthDate,1990-01-15,15-01-1990,Birth Date Format Change
324,de858934-d4d9-48e9-99ec-d69b28d85e83,personName,Matthew Lyons,M. Lyons,Name Abbreviation
325,7ff53d7d-b2f9-4c4f-89b6-c468195a84cb,personName,Amanda Williams,Williams Amanda,Name Order Changes
326,a74d1f05-7685-47bf-b302-fba80feba96b,birthDate,1970-04-02,04-02-1970,Date Format Changes
327,109ced8e-b455-4b19-9364-f2342f06ff0a,birthDate,1989-08-26,1989-26-08,Date Format Changes
328,bc9dfed6-f9dd-4e54-b345-284c7570d674,personName,Christopher Flores,Flores Christopher,Name Order Changes
329,3a98d017-c7de-4502-b74f-31a7726c928e,birthDate,1968-09-05,05-09-1968,Birth Date Format Change
329,3a98d017-c7de-4502-b74f-31a7726c928e,personName,Patricia Wilson,Wilson Patricia,Name Order Change
329,3a98d017-c7de-4502-b74f-31a7726c928e,knowsLanguage,nl,Dutch,Language Representation Change
330,2cd7fb06-904e-4883-9778-a957813ddb4b,birthDate,1971-07-18,18-07-1971,Birth Date Format Change
330,2cd7fb06-904e-4883-9778-a957813ddb4b,knowsLanguage,de,German,Language Representation Change
330,2cd7fb06-904e-4883-9778-a957813ddb4b,personName,Elizabeth Randolph,Randolph Elizabeth,Name Order Change
331,5a34a8b2-0890-4c8c-8ea0-8ad8a7ae6797,personName,Tina Preston,T. Preston,Name Abbreviation
331,5a34a8b2-0890-4c8c-8ea0-8ad8a7ae6797,knowsLanguage,nl,Dutch,Language Representation Change
331,5a34a8b2-0890-4c8c-8ea0-8ad8a7ae6797,birthDate,1995-06-08,08-06-1995,Birth Date Format Change
332,ae7d843f-4a77-408b-8f2d-dd8d978bf1eb,knowsLanguage,de,German,Language Abbreviation Expansion
333,d00fcb0d-ea12-4e96-a5cd-78ffa970cd01,personName,Jose Ward,J. Ward,Name Abbreviation
333,d00fcb0d-ea12-4e96-a5cd-78ffa970cd01,birthDate,1984-09-19,19-09-1984,Birth Date Format Change
333,d00fcb0d-ea12-4e96-a5cd-78ffa970cd01,knowsLanguage,nl,Dutch,Language Representation Change
334,7efa37e7-5e14-4c4f-8d9b-598aec574e06,personName,Jacob Thomas,Thomas Jacob,Name Order Change
335,8be11555-18ca-43c2-beb4-66838641d7d2,knowsLanguage,et,et,Language Abbreviation Expansion
336,20ac63b0-1e4d-4282-8839-4b4e3a3a8822,birthDate,1987-08-09,09-08-1987,Birth Date Format Change
336,20ac63b0-1e4d-4282-8839-4b4e3a3a8822,personName,Tina Moore,T. Moore,Name Abbreviation
337,f84ba842-fea0-4909-bcbd-cccf2556cd2b,knowsLanguage,nl,Dutch,Language Abbreviation Expansion
338,6487448e-5071-4329-b7ff-321c1a042905,personName,Meghan Hamilton,Hamilton Meghan,Name Order Change
338,6487448e-5071-4329-b7ff-321c1a042905,birthDate,1981-08-16,16-08-1981,Birth Date Format Change
338,6487448e-5071-4329-b7ff-321c1a042905,knowsLanguage,de,German,Language Representation Change
339,c3ce5418-c1c0-4b6d-beb5-c1ed28e1aacc,birthDate,1993-04-08,04-08-1993,Date Format Changes
340,a4d7c5eb-9fa3-44e5-b181-3e9814b0ed91,birthDate,1961-04-07,04-07-1961,Date Format Changes
341,b1866726-73da-452f-9d79-673c19838fed,personName,Todd Murphy,T. Murphy,Name Abbreviations
342,3c0fcc7f-f008-49e7-bbc7-e6345afbc29c,personName,Eric Garcia,Garcia Eric,Name Order Changes
343,89ff50b3-ea93-4d96-9f95-460e20f29349,personName,Debbie Ruiz,D. Ruiz,Name Abbreviations
344,d9941dd1-93d4-41de-80de-417946e35928,knowsLanguage,nl,Dutch,Language Representation Change
344,d9941dd1-93d4-41de-80de-417946e35928,birthDate,1981-02-20,20-02-1981,Birth Date Format Change
344,d9941dd1-93d4-41de-80de-417946e35928,personName,Bethany Herring,B. Herring,Name Abbreviation
345,fc914bbb-995e-4fcd-ab15-f0b575dd770d,birthDate,1976-03-06,06-03-1976,Birth Date Format Change
345,fc914bbb-995e-4fcd-ab15-f0b575dd770d,personName,Jessica Fisher,J. Fisher,Name Abbreviation
346,0af6be50-0f37-4695-9a38-f5dccac11817,personName,Nathan Serrano,Serrano Nathan,Name Order Changes
347,79d5cbf0-9216-450c-aae5-1e724938291d,birthDate,1980-04-19,19-04-1980,Birth Date Format Change
347,79d5cbf0-9216-450c-aae5-1e724938291d,knowsLanguage,de,German,Language Representation Change
348,c47a0866-c83a-440d-adba-6e1ed23a1ef9,knowsLanguage,nl,Dutch,Language Representation Change
348,c47a0866-c83a-440d-adba-6e1ed23a1ef9,birthDate,1990-07-26,26-07-1990,Birth Date Format Change
348,c47a0866-c83a-440d-adba-6e1ed23a1ef9,personName,Thomas Villarreal,T. Villarreal,Name Abbreviation
349,7f255bc8-4715-49b6-837c-9a13bd8b93f0,knowsLanguage,de,German,Language Abbreviation Expansion
350,24a9aca6-f104-441d-a192-88de2570c5bb,knowsLanguage,de,German,Language Abbreviation Expansion
351,096393bc-6053-4907-abb8-2733a2e0a226,personName,Frances Bullock,Bullock Frances,Name Order Change
351,096393bc-6053-4907-abb8-2733a2e0a226,knowsLanguage,nl,Dutch,Language Representation Change
351,096393bc-6053-4907-abb8-2733a2e0a226,birthDate,1987-10-02,02-10-1987,Birth Date Format Change
352,f5ec0984-082c-47ac-9fb9-9362bf05ff7d,personName,Joshua Lucas,Lucas Joshua,Name Order Change
353,e65eab5b-cc1f-457e-817d-0fe17e75dbc7,birthDate,2000-03-18,18-03-2000,Birth Date Format Change
353,e65eab5b-cc1f-457e-817d-0fe17e75dbc7,personName,Dawn Yoder,Yoder Dawn,Name Order Change
354,1785cf26-2dcb-4908-80b3-aee3af3666e6,personName,Joseph Allen,Allen Joseph,Name Order Change
354,1785cf26-2dcb-4908-80b3-aee3af3666e6,birthDate,1997-12-27,27-12-1997,Birth Date Format Change
355,128b96ec-6eb8-4e1e-b3fd-dc03960ff0b3,birthDate,2000-03-15,2000-15-03,Date Format Changes
356,9ebb8f60-1f0c-4548-bd1a-0dc47c8ffa1c,birthDate,1971-03-05,05-03-1971,Birth Date Format Change
356,9ebb8f60-1f0c-4548-bd1a-0dc47c8ffa1c,personName,Jenna Rojas,Rojas Jenna,Name Order Change
357,e80c677c-8e5a-481f-bf19-270328a3ea9d,knowsLanguage,nl,Dutch,Language Representation Change
357,e80c677c-8e5a-481f-bf19-270328a3ea9d,birthDate,1984-09-08,08-09-1984,Birth Date Format Change
357,e80c677c-8e5a-481f-bf19-270328a3ea9d,personName,Melanie Martinez,Martinez Melanie,Name Order Change
358,849f4239-4536-4730-9cb1-dd9e47e2a00d,personName,Janice Mitchell,Mitchell Janice,Name Order Change
359,86e280c0-6036-4f9c-a229-7cb2cf00f0a8,personName,Alicia Roach,Roach Alicia,Name Order Changes
360,d8c844f6-8efb-4347-8ffe-f779a05b3e94,personName,Kurt Gibbs,K. Gibbs,Name Abbreviation
360,d8c844f6-8efb-4347-8ffe-f779a05b3e94,birthDate,1975-06-09,09-06-1975,Birth Date Format Change
361,3ddba5de-facf-4d6f-81ba-33fc8676af8f,knowsLanguage,nl,Dutch,Language Representation Change
361,3ddba5de-facf-4d6f-81ba-33fc8676af8f,personName,Susan Dominguez,S. Dominguez,Name Abbreviation
361,3ddba5de-facf-4d6f-81ba-33fc8676af8f,birthDate,1987-06-17,17-06-1987,Birth Date Format Change
362,0b51a9ad-d805-4d63-9ec3-2772b875691a,personName,Jennifer Bradford,J. Bradford,Name Abbreviations
363,79fd9a25-a11d-4deb-bb7a-91370432087e,knowsLanguage,de,German,Language Representation Change
363,79fd9a25-a11d-4deb-bb7a-91370432087e,personName,Daisy Guzman,D. Guzman,Name Abbreviation
364,74888a36-52eb-4833-bc00-d47efb4acc65,personName,Andrea Hunter,A. Hunter,Name Abbreviation
364,74888a36-52eb-4833-bc00-d47efb4acc65,knowsLanguage,nl,Dutch,Language Representation Change
365,b6478818-3a56-4fc1-933a-50013b05fdfc,birthDate,1986-04-09,09-04-1986,Birth Date Format Change
365,b6478818-3a56-4fc1-933a-50013b05fdfc,personName,Pamela Adams,Adams Pamela,Name Order Change
366,4e01b0fa-2094-4f50-b75c-24b6c609e300,personName,Tina Dean,Dean Tina,Name Order Changes
367,c895b25f-e847-4d41-a8ec-0a199ea96bf5,birthDate,1961-10-11,11-10-1961,Birth Date Format Change
367,c895b25f-e847-4d41-a8ec-0a199ea96bf5,knowsLanguage,nl,Dutch,Language Representation Change
367,c895b25f-e847-4d41-a8ec-0a199ea96bf5,personName,Gregory Little,G. Little,Name Abbreviation
368,31a6c415-ce0b-4962-865b-23d226972a37,knowsLanguage,de,German,Language Abbreviation Expansion
369,30fda442-d2ea-47a5-9fb0-e79dc40de12c,knowsLanguage,nl,Dutch,Language Abbreviation Expansion
370,41926d1d-b413-47b0-93b4-0da1ec053c0c,personName,Raymond Williams,Williams Raymond,Name Order Changes
371,d9544b06-b06b-4d46-aae5-a0f268b5ced8,knowsLanguage,nl,Dutch,Language Abbreviation Expansion
372,dfdf842f-4527-4a9d-8576-df50e1297cd6,personName,Benjamin Barnes,Barnes Benjamin,Name Order Changes
373,18ad5597-8099-4a05-a0cb-fcb1b4d365eb,personName,Jorge Leon,Leon Jorge,Name Order Change
373,18ad5597-8099-4a05-a0cb-fcb1b4d365eb,birthDate,1962-11-05,05-11-1962,Birth Date Format Change
374,20f163d3-18d5-45a7-a487-01f94c729ad7,birthDate,1959-09-12,09-12-1959,Date Format Changes
375,cba90554-71b2-4740-a870-af6fa406f30d,birthDate,1975-09-23,1975-23-09,Date Format Changes
376,9126e919-4884-4506-ac0a-8f51e1a90001,personName,Carrie Austin,C. Austin,Name Abbreviation
376,9126e919-4884-4506-ac0a-8f51e1a90001,knowsLanguage,nl,Dutch,Language Representation Change
