identifier,institution,department,jobTitle,email,changed
ba9f989d-b0ef-41c3-a093-6d02287803c6,caff5af9-7626-41e6-92e6-b6702a3058b1,830d98ee-c1c3-4b57-9d56-dae36bd2623a,Speech Therapist,dinaestrickland@healthcare.org,True
5465d8ae-6398-47f8-a121-eda6c805c8eb,caff5af9-7626-41e6-92e6-b6702a3058b1,900e7701-f888-432e-b45a-6a8736e11fc9,Emergency Medical Technician,michealpperez@healthcare.org,True
46540761-eb97-40c6-97c8-b9c6aeb64706,caff5af9-7626-41e6-92e6-b6702a3058b1,900e7701-f888-432e-b45a-6a8736e11fc9,Emergency Medical Technician,amanddaaniels@healthcare.org,True
a6671e1d-9b73-4081-ac75-abbc8b3a83c3,caff5af9-7626-41e6-92e6-b6702a3058b1,c413e9ba-28db-4021-a56a-3078cf7d511b,GI Technician,mrslindsaysaffer@healthcare.org,True
1261513d-e6e1-469d-80aa-308be20d1f4f,caff5af9-7626-41e6-92e6-b6702a3058b1,c413e9ba-28db-4021-a56a-3078cf7d511b,GI Nurse,michaelgrnat@healthcare.org,True
44d9d7fd-fbf4-4ed1-9cd7-f43349069723,caff5af9-7626-41e6-92e6-b6702a3058b1,d219c778-5891-4706-843b-5096d39e4b11,Radiation Therapist,oilviahanson@healthcare.org,True
11c5cf63-57c0-4a3e-a391-c7df8b0a53d6,caff5af9-7626-41e6-92e6-b6702a3058b1,d219c778-5891-4706-843b-5096d39e4b11,Oncology Nurse,racheelrobertson@healthcare.org,True
4c15b35c-b2d8-4b7f-bba9-3df68ac0d260,caff5af9-7626-41e6-92e6-b6702a3058b1,06bba00e-615a-4c4a-979d-92bc2bd11b15,Community Outreach Specialist,susanwasihngton@healthcare.org,True
37ee1665-88ba-40e6-a6ae-645604be8cda,caff5af9-7626-41e6-92e6-b6702a3058b1,06bba00e-615a-4c4a-979d-92bc2bd11b15,Public Health Officer,timohtyhuerta@healthcare.org,True
6e9c5b46-5376-469b-84d1-19b1564f7542,caff5af9-7626-41e6-92e6-b6702a3058b1,8f6262db-20f4-4aaf-a31c-3308c3007cb1,Obstetrics Technician,jasmminecannon@healthcare.org,True
fc8bf9fc-ea68-41e8-ad10-0bf61a038d63,caff5af9-7626-41e6-92e6-b6702a3058b1,8f6262db-20f4-4aaf-a31c-3308c3007cb1,Obstetrics Technician,dnonaboyd@healthcare.org,True
8afaf95f-ed96-4679-a3c4-a11498c3aadb,caff5af9-7626-41e6-92e6-b6702a3058b1,c78e0f48-4522-4c79-9cf5-2508aac487b1,Dentist,josihuabryant@healthcare.org,True
59f21b5b-a70a-452b-891a-6a084d61bb18,caff5af9-7626-41e6-92e6-b6702a3058b1,c78e0f48-4522-4c79-9cf5-2508aac487b1,Dentist,amykelyl@healthcare.org,True
977fe491-b0d8-4873-b6e9-e84714fe9d5f,caff5af9-7626-41e6-92e6-b6702a3058b1,900e7701-f888-432e-b45a-6a8736e11fc9,Emergency Physician,charesking@healthcare.org,True
d9f1dfe1-27c8-4b53-a4bc-b726aed4ab56,caff5af9-7626-41e6-92e6-b6702a3058b1,c413e9ba-28db-4021-a56a-3078cf7d511b,GI Technician,doonaldguzman@healthcare.org,True
21036892-c2e4-432f-a387-0f407f4cb126,caff5af9-7626-41e6-92e6-b6702a3058b1,46ad6171-8f72-428c-96fc-a750fa679a04,Poison Control Specialist,katherienevans@healthcare.org,True
4f16722d-63e1-4479-a92a-99d184a94e32,caff5af9-7626-41e6-92e6-b6702a3058b1,830d98ee-c1c3-4b57-9d56-dae36bd2623a,Communication Disorders Specialist,vickidonaaldson@healthcare.org,True
f2dab364-43ca-4dc5-ae7b-abeafd003183,caff5af9-7626-41e6-92e6-b6702a3058b1,c78e0f48-4522-4c79-9cf5-2508aac487b1,Dental Assistant,rogehrwolf@healthcare.org,True
ef38223e-fcb0-4f46-9ffa-fb0035de4140,caff5af9-7626-41e6-92e6-b6702a3058b1,d219c778-5891-4706-843b-5096d39e4b11,Radiation Therapist,michelleowens@healthcare.org,
838671e4-b9c6-4e95-9f16-24d0c549cb7d,caff5af9-7626-41e6-92e6-b6702a3058b1,830d98ee-c1c3-4b57-9d56-dae36bd2623a,Communication Disorders Specialist,melssanorris@healthcare.org,True
fb63013c-78ec-4c27-a584-ab600bc05aab,caff5af9-7626-41e6-92e6-b6702a3058b1,c413e9ba-28db-4021-a56a-3078cf7d511b,GI Nurse,jssecarter@healthcare.org,True
3ac3ae17-4eea-4907-b9b6-bdef1aa55c7b,caff5af9-7626-41e6-92e6-b6702a3058b1,80aaf97e-454b-47c1-ae87-4f00de906481,Doula,brandonthomspon@healthcare.org,True
69ac85d0-c36a-4b75-bd3f-b433c4ebe641,caff5af9-7626-41e6-92e6-b6702a3058b1,80aaf97e-454b-47c1-ae87-4f00de906481,Obstetric Nurse,emilyfreeman@healthcare.org,True
4e0669dc-0ee3-4032-98d8-f510a2f42ee6,a992a9ef-7e9c-4181-9c73-c7977b191b6b,83c39b81-e8f3-40a8-9b76-1752463b76af,Endocrine Nurse,rogermeyres@healthcare.org,True
b57ee107-ff05-4299-b75e-b76f30423fd5,a992a9ef-7e9c-4181-9c73-c7977b191b6b,83c39b81-e8f3-40a8-9b76-1752463b76af,Endocrinologist,connoryoung@healthcare.org,
77852aac-098e-4efd-865f-6b0ea1c524fd,a992a9ef-7e9c-4181-9c73-c7977b191b6b,f755b463-5c34-4e94-8040-0fe8c68b1f6e,GI Nurse,kennehtharmon@healthcare.org,True
2782eb1b-e264-4cc4-a0c5-e82919347734,a992a9ef-7e9c-4181-9c73-c7977b191b6b,f755b463-5c34-4e94-8040-0fe8c68b1f6e,Gastroenterologist,karenmadys@healthcare.org,True
53fc3f9c-e8b8-4bee-ae59-c514ede2b32b,a992a9ef-7e9c-4181-9c73-c7977b191b6b,758eff25-033f-492f-ad9d-81e70685e760,Orthopedic Surgeon,randycarer@healthcare.org,True
15a399f7-33d9-4b94-b233-ca8c06519d4b,a992a9ef-7e9c-4181-9c73-c7977b191b6b,758eff25-033f-492f-ad9d-81e70685e760,Orthopedic Surgeon,lynnweaveer@healthcare.org,True
238c0960-2b0b-4323-a34e-b77e80d1c851,a992a9ef-7e9c-4181-9c73-c7977b191b6b,d1fd07da-07b5-4f89-be6d-8be48fb91db8,Toxicologist,sehlleyburns@healthcare.org,True
08bc7f0a-4a21-45c7-a2c2-978f96b52dbc,a992a9ef-7e9c-4181-9c73-c7977b191b6b,d1fd07da-07b5-4f89-be6d-8be48fb91db8,Environmental Health Officer,kellymoorgan@healthcare.org,True
6281c8bf-4cb1-4f97-a9a4-abaa3c4a59f2,a992a9ef-7e9c-4181-9c73-c7977b191b6b,5822d645-49c8-4564-9e86-f6aa04cb5e62,Cardiovascular Surgeon,rolserivera@healthcare.org,True
dc4f622a-1b5e-4599-875e-dd06516d40ae,a992a9ef-7e9c-4181-9c73-c7977b191b6b,5822d645-49c8-4564-9e86-f6aa04cb5e62,Cardiac Nurse,sophiahrarell@healthcare.org,True
ec608e06-0761-449f-ab4f-96771c63bdea,a992a9ef-7e9c-4181-9c73-c7977b191b6b,f755b463-5c34-4e94-8040-0fe8c68b1f6e,Gastroenterologist,davidmiller@healthcare.org,
112cb04e-7d2b-45ce-9284-4d617353f33f,a992a9ef-7e9c-4181-9c73-c7977b191b6b,f755b463-5c34-4e94-8040-0fe8c68b1f6e,GI Technician,sarahmcdtaniel@healthcare.org,True
24c01d63-bb13-4f74-9e3f-6600921ccdf0,a992a9ef-7e9c-4181-9c73-c7977b191b6b,d1fd07da-07b5-4f89-be6d-8be48fb91db8,Environmental Health Officer,codyllyod@healthcare.org,True
1e1bf128-c757-4445-9dce-972ceff6f00a,a992a9ef-7e9c-4181-9c73-c7977b191b6b,5822d645-49c8-4564-9e86-f6aa04cb5e62,EKG Technician,krisitnnichols@healthcare.org,True
fd301b49-1aa5-4b95-9372-4b81d607e55e,a992a9ef-7e9c-4181-9c73-c7977b191b6b,d1fd07da-07b5-4f89-be6d-8be48fb91db8,Environmental Health Officer,sonyasawyer@healthcare.org,
a45a54ca-d728-489b-92b4-1210ac70393d,a992a9ef-7e9c-4181-9c73-c7977b191b6b,5822d645-49c8-4564-9e86-f6aa04cb5e62,EKG Technician,benjamiinayers@healthcare.org,True
776deb15-a80c-4000-a002-2e6a04cbbb47,a992a9ef-7e9c-4181-9c73-c7977b191b6b,83c39b81-e8f3-40a8-9b76-1752463b76af,Endocrine Nurse,anesampson@healthcare.org,True
84b305d6-1595-4251-b0c1-bf91fc271301,a992a9ef-7e9c-4181-9c73-c7977b191b6b,83c39b81-e8f3-40a8-9b76-1752463b76af,Endocrinologist,lindapiittman@healthcare.org,True
d9d925e8-ba7e-4a94-af4c-e5ea441dc2d2,a992a9ef-7e9c-4181-9c73-c7977b191b6b,d1fd07da-07b5-4f89-be6d-8be48fb91db8,Environmental Health Officer,anngelawood@healthcare.org,True
aeac1dc6-ade0-47e2-b8ca-87e89f90aa59,a992a9ef-7e9c-4181-9c73-c7977b191b6b,758eff25-033f-492f-ad9d-81e70685e760,Orthopedic Surgeon,cnarolineharris@healthcare.org,True
08f02c10-1e93-4002-9ec7-d5617229c1cf,a992a9ef-7e9c-4181-9c73-c7977b191b6b,d1fd07da-07b5-4f89-be6d-8be48fb91db8,Environmental Health Officer,cassandrahernandez@healthcare.org,
e37e9d26-6409-4755-adec-980c13d89011,a992a9ef-7e9c-4181-9c73-c7977b191b6b,d1fd07da-07b5-4f89-be6d-8be48fb91db8,Environmental Health Officer,grgoryholmes@healthcare.org,True
2d74b62f-0c46-4ac9-afef-26a2c7761679,a992a9ef-7e9c-4181-9c73-c7977b191b6b,f755b463-5c34-4e94-8040-0fe8c68b1f6e,GI Technician,georgemorrow@healthcare.org,
69a0218f-6de8-483f-ba6f-0098ba2b655b,a992a9ef-7e9c-4181-9c73-c7977b191b6b,758eff25-033f-492f-ad9d-81e70685e760,Orthopedic Nurse,ashleykmep@healthcare.org,True
6984f965-6743-465e-be5b-cbcbabe17b4a,a992a9ef-7e9c-4181-9c73-c7977b191b6b,758eff25-033f-492f-ad9d-81e70685e760,Orthopedic Surgeon,alysswilliams@healthcare.org,True
cf1edd08-493a-421f-86ec-9450706c0ea6,a992a9ef-7e9c-4181-9c73-c7977b191b6b,758eff25-033f-492f-ad9d-81e70685e760,Physical Therapist,frankauirre@healthcare.org,True
c749afe4-0808-481c-b87d-1213c70634cd,a992a9ef-7e9c-4181-9c73-c7977b191b6b,f755b463-5c34-4e94-8040-0fe8c68b1f6e,GI Technician,elizabehtchan@healthcare.org,True
47cc9da4-8ffd-4f2a-a762-bd93dd6ff798,a992a9ef-7e9c-4181-9c73-c7977b191b6b,f755b463-5c34-4e94-8040-0fe8c68b1f6e,GI Nurse,markknght@healthcare.org,True
7e85f383-0a5d-4844-9137-bae8a3d0c70a,a992a9ef-7e9c-4181-9c73-c7977b191b6b,d1fd07da-07b5-4f89-be6d-8be48fb91db8,Toxicologist,wililambailey@healthcare.org,True
b1c4f1cc-a2ca-4c0a-94c9-b0bc1f65d080,a992a9ef-7e9c-4181-9c73-c7977b191b6b,d1fd07da-07b5-4f89-be6d-8be48fb91db8,Poison Control Specialist,christopherharis@healthcare.org,True
4bcb96c0-cbd6-42ea-9213-f4c956bf72a2,a992a9ef-7e9c-4181-9c73-c7977b191b6b,83c39b81-e8f3-40a8-9b76-1752463b76af,Endocrinologist,mrjamewsmccann@healthcare.org,True
2050d5c1-3fe8-4ec3-bc7e-c9c6c3f182d4,a992a9ef-7e9c-4181-9c73-c7977b191b6b,758eff25-033f-492f-ad9d-81e70685e760,Orthopedic Nurse,dawsnmith@healthcare.org,True
206b5545-845b-453a-b6c4-1eabbce5154a,a992a9ef-7e9c-4181-9c73-c7977b191b6b,f755b463-5c34-4e94-8040-0fe8c68b1f6e,GI Nurse,johnnyflcores@healthcare.org,True
ef643e0e-bc6c-4168-83d1-3e59c9081f45,a992a9ef-7e9c-4181-9c73-c7977b191b6b,f755b463-5c34-4e94-8040-0fe8c68b1f6e,GI Nurse,kristamadddox@healthcare.org,True
3cf57b00-8a2f-46a3-9a6e-b5cfd4ebd59d,a992a9ef-7e9c-4181-9c73-c7977b191b6b,d1fd07da-07b5-4f89-be6d-8be48fb91db8,Environmental Health Officer,stvensmith@healthcare.org,True
5fbe346c-8adf-484f-aa5d-86446d70d304,5f74dd17-97af-4b79-abc0-47afc02a1b32,18ef618f-5c42-4088-ab28-d7d6651bf718,Psychiatrist,juliegonzlaez@healthcare.org,True
d98ea92e-2ddf-4bb1-86a7-40ac70f72000,5f74dd17-97af-4b79-abc0-47afc02a1b32,18ef618f-5c42-4088-ab28-d7d6651bf718,Mental Health Nurse,gilbbertmartin@healthcare.org,True
4500146b-26ff-437d-bde4-7c1592081828,5f74dd17-97af-4b79-abc0-47afc02a1b32,9d02e44c-b5e5-425d-9efa-351400c99f27,Epidemiologist,misskarensstokes@healthcare.org,True
1216e0a9-615a-4a8a-b447-4b289470f427,5f74dd17-97af-4b79-abc0-47afc02a1b32,9d02e44c-b5e5-425d-9efa-351400c99f27,Epidemiologist,jenifervelazquez@healthcare.org,True
debd2e0d-45e7-4c2d-8a68-192b4c7a3368,5f74dd17-97af-4b79-abc0-47afc02a1b32,34fef750-4570-4961-a32d-7ed8b2192894,Doula,jennniferpaul@healthcare.org,True
6e72f219-2e0d-4bf3-a9c8-8323387467da,5f74dd17-97af-4b79-abc0-47afc02a1b32,34fef750-4570-4961-a32d-7ed8b2192894,Midwife,amandawagner@healthcare.org,
fd70cb1a-7d56-4dd3-97a1-1df0f27b0d91,5f74dd17-97af-4b79-abc0-47afc02a1b32,3db9237c-9939-469d-bf12-d62ab5a19983,Nephrologist,mrnathanjcaobsmd@healthcare.org,True
d75fcd19-be48-4363-be5e-a591e916b77d,5f74dd17-97af-4b79-abc0-47afc02a1b32,3db9237c-9939-469d-bf12-d62ab5a19983,Nephrologist,claudiawaktins@healthcare.org,True
99e67117-44af-4147-83a3-409396ed3ccd,5f74dd17-97af-4b79-abc0-47afc02a1b32,b6a49911-5597-48f5-82b4-2bf869e5ab7b,Surgical Nurse,taracopelannd@healthcare.org,True
14833ac6-48b6-4cdd-a242-10834083bfe0,5f74dd17-97af-4b79-abc0-47afc02a1b32,b6a49911-5597-48f5-82b4-2bf869e5ab7b,Surgical Technologist,dawnanderson@healthcare.org,
7fe8913e-3c79-441c-a386-230f6e54eb8a,5f74dd17-97af-4b79-abc0-47afc02a1b32,316bef00-8dc7-4e48-9e29-3bd91ae3b638,Medical Assistant,tylerschroder@healthcare.org,True
adee56a7-117a-4a3e-9e7b-fe5cbf8ba104,5f74dd17-97af-4b79-abc0-47afc02a1b32,316bef00-8dc7-4e48-9e29-3bd91ae3b638,Primary Care Nurse,andrewunn@healthcare.org,True
98dbdf2d-7222-41a4-9fce-a808de5c12b8,5f74dd17-97af-4b79-abc0-47afc02a1b32,3bc4b9f8-8263-4a78-8050-87bdff555ae5,Gynecologist,anreamiller@healthcare.org,True
3feab4dc-913b-4def-9fa2-5191c1c4ecdf,5f74dd17-97af-4b79-abc0-47afc02a1b32,3bc4b9f8-8263-4a78-8050-87bdff555ae5,Women's Health Nurse,deboorahmiller@healthcare.org,True
94c838e4-a491-4735-8841-742de4b3db0f,5f74dd17-97af-4b79-abc0-47afc02a1b32,9f890d09-37ac-4d7d-bf5c-7c2dde74ae04,Pulmonologist,danielanrold@healthcare.org,True
7d1127db-e452-4446-9863-1e3796445aea,5f74dd17-97af-4b79-abc0-47afc02a1b32,9f890d09-37ac-4d7d-bf5c-7c2dde74ae04,Respiratory Therapist,carolwbester@healthcare.org,True
7a35a43e-04e4-429b-8928-8b8368c08702,5f74dd17-97af-4b79-abc0-47afc02a1b32,f81721d5-de90-479d-b231-468b4e3a4082,Orthotic Specialist,stvenjones@healthcare.org,True
c58fd9f3-6b28-4df2-80c7-898a525a671d,5f74dd17-97af-4b79-abc0-47afc02a1b32,f81721d5-de90-479d-b231-468b4e3a4082,Podiatrist,michellemxartinez@healthcare.org,True
d324c330-f1af-4d56-b65a-021c4453cece,5f74dd17-97af-4b79-abc0-47afc02a1b32,8a68c17b-c11e-45c3-92a5-5f24d592d2ca,Anesthesiology Nurse,meganosbborne@healthcare.org,True
75896738-996f-462b-92d1-d5907e54b18c,5f74dd17-97af-4b79-abc0-47afc02a1b32,8a68c17b-c11e-45c3-92a5-5f24d592d2ca,Anesthesiology Nurse,joshuasmith@healthcare.org,
a2415794-e7f0-427c-89a5-4257a9a6d784,5f74dd17-97af-4b79-abc0-47afc02a1b32,3db9237c-9939-469d-bf12-d62ab5a19983,Renal Dietitian,williamgarcia@healthcare.org,
fc64f387-9b13-491a-a7e2-6e2beffd950c,5f74dd17-97af-4b79-abc0-47afc02a1b32,18ef618f-5c42-4088-ab28-d7d6651bf718,Psychologist,madlinemoran@healthcare.org,True
ced6eca9-422c-42da-b2d1-66d367944ce9,5f74dd17-97af-4b79-abc0-47afc02a1b32,b6a49911-5597-48f5-82b4-2bf869e5ab7b,Anesthesia Assistant,meredithsmmith@healthcare.org,True
aafcee34-b416-48d7-bb2f-6489765978d5,5f74dd17-97af-4b79-abc0-47afc02a1b32,18ef618f-5c42-4088-ab28-d7d6651bf718,Psychologist,danielcaacho@healthcare.org,True
8dcdbf2e-fc15-4194-9bd0-ade4e41f2074,5f74dd17-97af-4b79-abc0-47afc02a1b32,b6a49911-5597-48f5-82b4-2bf869e5ab7b,Anesthesia Assistant,amycboffey@healthcare.org,True
1a007c04-a727-4b8f-9713-95bca7a57a4f,5f74dd17-97af-4b79-abc0-47afc02a1b32,f81721d5-de90-479d-b231-468b4e3a4082,Podiatrist,stephaniehuchinson@healthcare.org,True
617cc6dd-c05d-4f97-a10e-c9705473ae3c,5f74dd17-97af-4b79-abc0-47afc02a1b32,b6a49911-5597-48f5-82b4-2bf869e5ab7b,Anesthesia Assistant,aliciawagner@healthcare.org,
cc2a0332-360f-4695-9bb2-5b5b6f4ddd13,5f74dd17-97af-4b79-abc0-47afc02a1b32,18ef618f-5c42-4088-ab28-d7d6651bf718,Therapist,lindseyaronld@healthcare.org,True
b8c39912-d155-4170-8e0e-9ccf018aa08c,5f74dd17-97af-4b79-abc0-47afc02a1b32,3db9237c-9939-469d-bf12-d62ab5a19983,Renal Dietitian,shunjones@healthcare.org,True
37947cc6-8704-4866-8714-ccd39142fd6b,5f74dd17-97af-4b79-abc0-47afc02a1b32,9f890d09-37ac-4d7d-bf5c-7c2dde74ae04,Pulmonologist,kennnethgomez@healthcare.org,True
88d8e80b-f9b8-45c9-8c71-fd3aa172bf8c,5f74dd17-97af-4b79-abc0-47afc02a1b32,f81721d5-de90-479d-b231-468b4e3a4082,Orthotic Specialist,victoriajonnes@healthcare.org,True
cda9ac1a-14da-425c-8d22-1f4c6a5a1bda,5f74dd17-97af-4b79-abc0-47afc02a1b32,8a68c17b-c11e-45c3-92a5-5f24d592d2ca,Anesthesiologist,jennifermiller@healthcare.org,
540f3a7e-0814-4bdf-b25b-3a9460fbd1eb,7a9064b5-5c7a-4d9b-9c25-0dd91b0c4c7e,7da9c122-ac2f-4716-9f53-9ccb6f1ad171,Urodynamics Technician,jasonavis@healthcare.org,True
a078eb2d-e021-496a-b49b-bb434927c981,7a9064b5-5c7a-4d9b-9c25-0dd91b0c4c7e,7da9c122-ac2f-4716-9f53-9ccb6f1ad171,Urologist,mrrbobertholmes@healthcare.org,True
f1edaf81-f525-4685-a846-c82d21c770c1,7a9064b5-5c7a-4d9b-9c25-0dd91b0c4c7e,c9bad80d-4ac0-455b-85ba-13ab6f311406,Gynecologist,michelecook@healthcare.org,
70b0ad9e-785d-4ef1-9ed2-0436b342f964,7a9064b5-5c7a-4d9b-9c25-0dd91b0c4c7e,c9bad80d-4ac0-455b-85ba-13ab6f311406,Women's Health Nurse,marknichos@healthcare.org,True
eee4beff-77a2-420f-b4f7-4f201a7db5fd,7a9064b5-5c7a-4d9b-9c25-0dd91b0c4c7e,32e9933d-649e-4f3a-a3e7-66b702352cfc,Sleep Technician,kgennethmiller@healthcare.org,True
c1cc2b0d-aa39-4a7d-ba16-945e3c76a138,7a9064b5-5c7a-4d9b-9c25-0dd91b0c4c7e,32e9933d-649e-4f3a-a3e7-66b702352cfc,Sleep Technician,racheelfrost@healthcare.org,True
60b0563f-3bc1-4b53-a4f6-023a1c50a225,7a9064b5-5c7a-4d9b-9c25-0dd91b0c4c7e,3f162267-318f-4ba9-9ec8-c47825a65b8f,Urology Nurse,jessqicaclark@healthcare.org,True
75c29247-0fe4-4f71-902b-1eee3d71dc5a,7a9064b5-5c7a-4d9b-9c25-0dd91b0c4c7e,3f162267-318f-4ba9-9ec8-c47825a65b8f,Urology Nurse,hzollymunoz@healthcare.org,True
ff6b6c55-2d97-4439-8089-aa6eaa69740e,7a9064b5-5c7a-4d9b-9c25-0dd91b0c4c7e,1c28d995-a180-41c2-b756-9b04d5bd5a0b,Arthritis Specialist,noeahmcdaniel@healthcare.org,True
dcc3b275-0c90-46f0-8a27-16f964b8f033,7a9064b5-5c7a-4d9b-9c25-0dd91b0c4c7e,1c28d995-a180-41c2-b756-9b04d5bd5a0b,Rheumatology Nurse,peeterjones@healthcare.org,True
0639037e-f326-4046-97a6-6a2e55ece912,7a9064b5-5c7a-4d9b-9c25-0dd91b0c4c7e,882debde-f346-432e-9aee-be004cfbe8d1,Dental Assistant,kimberlyjones@healthcare.org,
1cbba0c2-b1ee-4c4f-9922-1ad9f9067f7a,7a9064b5-5c7a-4d9b-9c25-0dd91b0c4c7e,882debde-f346-432e-9aee-be004cfbe8d1,Dental Hygienist,kimberlyhill@healthcare.org,
83dc7198-991b-4c4c-8d6d-a5b4ccdbe45e,7a9064b5-5c7a-4d9b-9c25-0dd91b0c4c7e,bd5c59e0-dfe2-4e40-81f4-b82f4100c20e,Primary Care Nurse,cindyymolina@healthcare.org,True
a7565429-b5c1-4782-b00a-b461a2dd7c6a,7a9064b5-5c7a-4d9b-9c25-0dd91b0c4c7e,bd5c59e0-dfe2-4e40-81f4-b82f4100c20e,Medical Assistant,joemilller@healthcare.org,True
a7b20fda-9e95-46e7-8126-310524cda622,7a9064b5-5c7a-4d9b-9c25-0dd91b0c4c7e,ccf196bb-e9f5-43ab-9046-4be1eb4d4085,Anesthesiologist,ginayyork@healthcare.org,True
7a01ebe3-7d20-414a-87cb-0e6118a39305,7a9064b5-5c7a-4d9b-9c25-0dd91b0c4c7e,ccf196bb-e9f5-43ab-9046-4be1eb4d4085,Anesthesiology Nurse,jutsinfrancis@healthcare.org,True
acfbe93a-9c25-4802-812f-cf17b8e86aa8,7a9064b5-5c7a-4d9b-9c25-0dd91b0c4c7e,8cec313e-6fb3-4afa-ad9e-d7ae0acb56bb,Surgical Technologist,gregorellison@healthcare.org,True
367f4ca8-84e6-4712-952e-b017bdfb5e5f,7a9064b5-5c7a-4d9b-9c25-0dd91b0c4c7e,8cec313e-6fb3-4afa-ad9e-d7ae0acb56bb,Anesthesia Assistant,matthenwoble@healthcare.org,True
fd21549d-e297-442f-8bf3-7d30b90ffc15,7a9064b5-5c7a-4d9b-9c25-0dd91b0c4c7e,882debde-f346-432e-9aee-be004cfbe8d1,Orthodontist,dianaphilliips@healthcare.org,True
6cb9b024-4b85-4696-a29c-5143283ab49e,7a9064b5-5c7a-4d9b-9c25-0dd91b0c4c7e,1c28d995-a180-41c2-b756-9b04d5bd5a0b,Rheumatology Nurse,sherrycowan@healthcare.org,
a7c78318-110f-42c7-b313-b2337a6a8670,7a9064b5-5c7a-4d9b-9c25-0dd91b0c4c7e,c9bad80d-4ac0-455b-85ba-13ab6f311406,Gynecologist,shaaronrivas@healthcare.org,True
e982c679-a70a-4bd9-a8e5-4e0824b2d9c6,7a9064b5-5c7a-4d9b-9c25-0dd91b0c4c7e,7da9c122-ac2f-4716-9f53-9ccb6f1ad171,Urology Nurse,christinecole@healthcare.org,
f82cff1f-71dd-4f2e-aaed-eec8d6bdd4e5,7a9064b5-5c7a-4d9b-9c25-0dd91b0c4c7e,3f162267-318f-4ba9-9ec8-c47825a65b8f,Urologist,wyattiller@healthcare.org,True
4162ec57-c4a0-4e07-90e4-f91eca39400b,4557ea27-82a8-490b-be3a-6c4948fe569f,7acbf932-e154-419d-bc39-c32a72916b34,Rheumatologist,adamell@healthcare.org,True
868eda29-0bc4-443a-9e7e-62b405605a4f,4557ea27-82a8-490b-be3a-6c4948fe569f,7acbf932-e154-419d-bc39-c32a72916b34,Rheumatology Nurse,zacharyoconnzell@healthcare.org,True
8b216df7-de4c-4136-a4f6-6f7f45675e97,4557ea27-82a8-490b-be3a-6c4948fe569f,e2809a49-7d65-4308-8903-086fceecf0c4,Nutrition Counselor,williabmrown@healthcare.org,True
3d77bf15-71e0-46cc-a48b-4b8412019c25,4557ea27-82a8-490b-be3a-6c4948fe569f,e2809a49-7d65-4308-8903-086fceecf0c4,Dietitian,kennethhrobbins@healthcare.org,True
7632fc8c-25ee-41bc-93e5-86570b64a421,4557ea27-82a8-490b-be3a-6c4948fe569f,1319d512-4c46-49dd-a290-f0f53500c00f,GI Nurse,keithlitvingston@healthcare.org,True
9f3bfba6-dedf-4959-933e-a866bff82dc7,4557ea27-82a8-490b-be3a-6c4948fe569f,1319d512-4c46-49dd-a290-f0f53500c00f,GI Technician,thomasgarcia@healthcare.org,
30488758-acce-4750-888a-9907d1f2d73b,4557ea27-82a8-490b-be3a-6c4948fe569f,6747424e-52db-4c19-861a-423b2f5a1402,Endocrine Nurse,karencohn@healthcare.org,True
c5f7c50f-8844-4d92-a7ee-0248fd190d71,4557ea27-82a8-490b-be3a-6c4948fe569f,6747424e-52db-4c19-861a-423b2f5a1402,Endocrine Nurse,saundrasmith@healthcare.org,True
04f9935c-e2fc-4c22-a3db-8798ffcb0b49,4557ea27-82a8-490b-be3a-6c4948fe569f,adc446f7-58b7-40fb-9c8b-9032fd88a54b,Epidemiologist,kimberlymills@healthcare.org,
f7e0873b-ec45-483e-9db6-a609de35b0f1,4557ea27-82a8-490b-be3a-6c4948fe569f,adc446f7-58b7-40fb-9c8b-9032fd88a54b,Infectious Disease Specialist,anthonyivbarra@healthcare.org,True
d812c8aa-0a97-4450-addb-96fea16fed88,4557ea27-82a8-490b-be3a-6c4948fe569f,bab2331e-af79-4372-b397-2e0a0d10f74b,Toxicologist,jessicajacobson@healthcare.org,
387c98eb-cb77-4dd6-b5b6-fb7c9f0e9c59,4557ea27-82a8-490b-be3a-6c4948fe569f,bab2331e-af79-4372-b397-2e0a0d10f74b,Toxicologist,cherylrrodgers@healthcare.org,True
8c7dcffc-a8dd-417c-925a-ed75df3c10f6,4557ea27-82a8-490b-be3a-6c4948fe569f,dde16baa-6199-44e4-95b6-731c3566e2f5,Surgeon,christopherstewart@healthcare.org,
78400d97-ad32-42c0-865a-2e64b0ee77f3,4557ea27-82a8-490b-be3a-6c4948fe569f,dde16baa-6199-44e4-95b6-731c3566e2f5,Surgeon,jugdywilliams@healthcare.org,True
a874fad2-2f53-4552-86df-46e73a728852,4557ea27-82a8-490b-be3a-6c4948fe569f,1319d512-4c46-49dd-a290-f0f53500c00f,GI Nurse,willeiestrada@healthcare.org,True
2bd57ede-a257-4c4f-b230-3f8b14347a56,4557ea27-82a8-490b-be3a-6c4948fe569f,adc446f7-58b7-40fb-9c8b-9032fd88a54b,Epidemiologist,tofddnelson@healthcare.org,True
96c78fc7-6b85-4250-924f-a8d1709b1158,4557ea27-82a8-490b-be3a-6c4948fe569f,7acbf932-e154-419d-bc39-c32a72916b34,Rheumatology Nurse,lauraalee@healthcare.org,True
b9a7212b-6141-4116-9ea5-c0c3db2920ce,4557ea27-82a8-490b-be3a-6c4948fe569f,bab2331e-af79-4372-b397-2e0a0d10f74b,Toxicologist,jooshuaroberts@healthcare.org,True
