identifier,contactType,phone,email,availableLanguage,fax,changed
eff8fdda-e95f-4d3a-bb0e-897d4a38fad3,Staff,731-869-9906,Smith.Rheumatoljogic@dept.healthcare.org,"['de', 'en']",+1-607-584-5704x04432,True
238192c4-6644-46a0-8203-2f469a92bc73,Appointments,(368)683-7733,Smith.Community@dept.healthcare.de,"['de', 'en']",(990)864-4884,True
576fc9c0-9ba2-4073-a252-01ebce0e557c,Emergency,962-548-4908x482,Smith.Pathollogy@dept.healthcare.org,['de'],(203)449-4197x29415,True
941b3242-c040-4db2-9aa7-e6fb887a5525,Emergency,999-459-5271,Smith.Psychiatric@dept.healthcare.de,"['de', 'en']",001-476-678-4736x5076,True
e2e29714-4cf7-4f75-83c9-aa3d67357004,Referrals,001-545-371-0054x6936,Smith.Gaastroenterologic@dept.healthcare.org,['de'],001-414-790-6456,True
0eab6295-51bd-4c41-8459-6621487bd69e,Referrals,617.520.9250,Smith.Plastic@dept.healthcare.de,['de'],(718)257-9199,True
bb31006a-f65f-488c-b204-25bb14c19e9e,Appointments,243.280.8708,Smtih.Primary@dept.healthcare.org,['de'],925-477-8162,True
89866631-c62b-4446-81be-a9d2041e0f46,Appointments,891.719.2729x010,Smith.Seech@dept.healthcare.org,"['de', 'en']",815-467-9103x12707,True
55da819e-1414-490a-8b1c-46309e3fc209,Emergency,+1-910-395-3515x25390,Smith.Pulmonary@dept.healthcare.org,"['de', 'en']",001-729-457-2827,
76570b90-87e0-41ad-9bf5-381f9b3443ac,Emergency,+1-307-742-4307x470,Smith.Obstetric@dept.healthcare.de,"['de', 'en']",001-439-483-6361x2414,True
c3c80778-ed21-4317-bcc9-bd433511ed15,Staff,247-766-5676x30145,Newton.Dermatology@dept.healthcare.de,"['de', 'en']",657-519-9209x1630,True
e8259db1-cfd7-4959-b99d-7cbcafd46e82,Appointments,923-433-4113x710,Newton.Emergency@dept.healthcare.de,['de'],001-656-365-7299x03631,True
dee06385-323a-4cbd-8cb5-44c43cbd0d46,Staff,+1-722-390-3140x32696,Newton.Urrologic@dept.healthcare.org,"['de', 'en']",891.667.9012x7643,True
9ac54667-7210-484d-a574-27267f180eb0,Staff,(399)510-6064x458,Newton.Podiatric@dept.healthcare.de,['de'],(615)203-8619x181,True
9966df8d-8468-4a18-8fbd-650f9920817f,Appointments,(901)538-2849,Newton.Toxicologic@dept.healthcare.org,['de'],(867)714-4618,
63e0127f-05c0-4eb5-9e6c-0ebe8fbdcab6,Emergency,964-588-3497x992,Newton.Endocrine@dept.healthcare.de,"['de', 'en']",9515762700,True
7781284b-d87f-40aa-bda4-8aa7258d1bf3,Referrals,+1-586-358-7107,Newton.Community@dept.healthcare.org,['de'],287.724.1988,
fda3d587-65dc-42f6-b841-d249ec229895,Staff,953.701.8689x3956,Newton.Genetic@dept.healthcare.de,"['de', 'en']",967-716-8433x225,True
61767acc-914b-4c70-9af7-da285ee622d0,Information,656-723-1695,Newton.Toxicologic@dept.healthcare.de,"['de', 'en']",(560)592-1070,True
bc2f5514-3cd9-4b92-a35a-c620b892e832,Staff,001-420-835-4722x18981,Newton.Pharmacy@dept.healthcare.de,['de'],(460)679-4612x38569,True
dc9ae1c0-9b39-4180-b36d-73620f7f13fe,Emergency,563.621.3624x987,Arnold.Speech@dept.healthcare.et,"['et', 'en']",633-885-3094x4978,True
f06d630d-a84b-49be-9852-e9d9eb56f6ad,Emergency,+1-660-751-7435x7670,Arnold.Neursing@dept.healthcare.org,"['et', 'en']",375-594-9393,True
bfc1d212-4d3a-4330-8b94-ec9023246f5a,Emergency,694.435.5416x81863,Arnold.Musculoskeletal@dept.healthcare.org,['et'],(332)813-4408,
76c3c531-47a6-4f17-a8b0-5f638b4b32e3,Appointments,693.326.6496x6712,Arnold.Toxicologic@dept.healthcare.et,"['et', 'en']",677-447-9583,True
85e0d747-4b56-4671-b3cd-9b8481f7ebb4,Staff,799.475.4308x95127,Arnold.Dermatology@dept.healthcare.et,['et'],+1-286-771-2721x647,True
9de48d0e-4668-49fe-9f7b-6755f696aff2,Information,424-377-9740x712,Arnold.Renal@dept.healthcare.et,"['et', 'en']",5366036318,True
d7a92bc3-322d-4811-bf31-c4be979d6e06,Staff,+1-869-234-9017x975,Arnold.Surgical@dept.healthcare.et,"['et', 'en']",5382180255,True
fdae814b-9437-4c31-a1c8-01d754f96e41,Information,+1-514-546-9752x519,Arnold.Obsteltric@dept.healthcare.org,"['et', 'en']",+1-222-594-2249,True
5ecce03f-e80d-4f12-992d-3f7dea8900c3,Appointments,001-571-361-8056,Arnold.Geriatric@dept.healthcare.et,['et'],287-722-8674,True
af4680d8-5b7c-4228-9b9d-51d63f23e38e,Referrals,+1-709-625-5689x829,LeeePatton.Pathology@dept.healthcare.org,"['de', 'en']",(667)512-4257,True
fea7fd11-e4f0-4004-8916-ff395092587d,Referrals,352-599-1118,LeePatton.Pediatric@dept.healthcare.de,['de'],(838)551-1985x8596,True
aaa2fe08-e5e6-4a5f-8c4c-f19b49a12306,Referrals,512-533-8071,LreePatton.Midwifery@dept.healthcare.org,"['de', 'en']",939.323.3323x132,True
c290ee5c-fb99-4c6f-b725-f3a93303a610,Referrals,784-732-2007x2721,LeePatton.Hematologic@dept.healthcare.de,['de'],(831)743-2871x79740,True
425d6b14-cdf1-4f2a-b5ca-678064390d6a,Appointments,(549)984-9987x6792,LeePatton.Speech@dept.healthcare.org,['de'],4198521617,
f104fb86-7e8b-417c-9918-ac8a2d19a2c8,Appointments,(563)742-8996x132,LeePatton.Drmatology@dept.healthcare.org,['de'],209-363-4597x2938,True
706ced25-ff56-455d-8d01-0e0885e7c72e,Information,001-366-736-9526x455,LeePvatton.Infectious@dept.healthcare.org,"['de', 'en']",(515)498-3601,True
44062c4a-593f-4ed8-a66a-302f87d55f8d,Staff,819.719.8417,LnogMartinez.Primary@dept.healthcare.org,['et'],286.250.6068,True
a7b03255-514a-4c88-a513-5c8b7fbe70f2,Information,(995)800-1949x4682,LongMartinez.Physiotherapy@dept.healthcare.et,"['et', 'en']",(849)440-4525x5757,True
401980c0-0120-4e3c-a779-31570567df72,Referrals,8724383779,LongMartinez.Hemmatologic@dept.healthcare.org,"['et', 'en']",001-861-780-8548x852,True
317818f3-75a6-4792-8374-8d2edde6cfcf,Emergency,(786)516-6261x65962,LongMartinez.Optometric@dept.healthcare.org,"['et', 'en']",(986)831-3507x6668,
d207295e-b345-4eed-8f04-251a54c614a8,Staff,346.622.0231,LonngMartinez.Respiratory@dept.healthcare.org,['et'],(872)381-7936x662,True
317e3b83-ecdf-4d0f-b4a7-dfb3b3e2ffa6,Referrals,+1-684-878-6942,Johnson.Gynecologic@dept.healthcare.de,"['de', 'en']",(704)280-9843x0781,True
0ec426c8-cee9-4606-ba07-c4c64a5c52e7,Appointments,001-239-652-6514x45185,Jxohnson.Cardiovascular@dept.healthcare.org,"['de', 'en']",+1-577-817-7002x6210,True
d894c98c-793d-482f-98a6-53e56ecdeccd,Referrals,(767)407-7108,Johnson.Rheumatologic@dept.healthcare.org,['de'],957-952-6620x65098,
98aed17c-e9b3-4776-b028-5981fb9d8e91,Appointments,001-785-808-6459x61125,Johnson.Genetic@dept.healthcare.de,['de'],461-881-4286,True
dab92c16-e7ed-4dfd-94fc-812d2988af32,Appointments,623-975-8747,Johnson.Diet@dept.healthcare.org,['de'],3017749469,
7a076bed-60bc-4a39-8ff6-1865d5bc546e,Staff,0565-447879,BuckBurke.Laboratory@dept.healthcare.nl,"['nl', 'en']",+31610-043398,True
ed2a1ff9-fc2a-40c8-8b2e-cda4aa77a0ca,Staff,060 0853882,BuckBurke.Pathology@dept.healthcare.org,"['nl', 'en']",+31(0)62-6422329,
bef0ac37-f54d-4f95-bdae-90ac2b7235f3,Staff,055 4410510,BuckBurke.Dentistry@dept.healthcare.nl,['nl'],032 3614982,True
9d2076af-a198-4a10-9d68-c65aa9bbc72c,Referrals,(0558)-089833,BuckBurke.Infectiosus@dept.healthcare.org,['nl'],+31(0)226-009647,True
8dce8d12-3f66-4da5-b63e-a0a7a3a202d1,Staff,+31115 101824,BuckBurke.Primary@dept.healthcare.org,['nl'],+31(0)733 359514,
062c8e34-ff98-4d3b-95d6-8120bfe6142e,Appointments,(097)-6025894,BuckBurke.Lmaboratory@dept.healthcare.org,"['nl', 'en']",+3130 4299423,True
743684e2-41c5-4694-a578-c8e3bd17ffef,Information,0520 195182,BuckBurke.Pulmonary@dept.healthcare.nl,"['nl', 'en']",+31300-477006,True
4e7484ff-3c63-40b3-87d3-5e774eef3b5d,Referrals,572-909-2344,GibbsReesee.Community@dept.healthcare.org,"['de', 'en']",001-554-221-6087,True
cb91684e-cac4-4fcf-99ff-1b3b685a7fbb,Information,+1-403-755-3875x5229,GibbsReese.HHematologic@dept.healthcare.org,"['de', 'en']",265.865.5500,True
b0dffad6-dd46-419c-9fac-d1746ffcad44,Staff,646.346.6651x804,GibbsReese.Laboratory@dept.healthcare.de,['de'],+1-569-375-8884x869,True
f5728e5d-9ed6-413a-9b37-b0d48b234762,Referrals,339.362.3101,GibbsReese.Infectious@dept.healthcare.org,['de'],(674)609-2621,
52ddba8b-0394-43e5-b03d-c4ebde9c4c92,Appointments,879-839-9381,GibbsReese.Pathology@dept.healthcare.de,['de'],258-816-0221,True
85b1238b-89f5-4e19-a579-b2f5e560a160,Emergency,(719)394-5021x0498,GibbsReese.Community@dept.healthcare.de,"['de', 'en']",001-583-617-7730,True
6039ce22-0c9d-4ad6-a4b3-0682248c1cae,Referrals,602.202.8187x957,GibbsReese.Gastroenterologic@dept.healthcare.de,['de'],596.854.9487,True
c6191df3-e12b-47d1-b715-5243e9227fed,Emergency,820.933.6836x106,GibbsReese.ePdiatric@dept.healthcare.org,['de'],(399)262-9221,True
08ea7e45-c847-43ae-a04e-9804f3f11585,Staff,001-946-394-0437x2706,GibbsReese.Musculoskeletal@dept.healthcare.de,['de'],550-474-8902x137,True
b84c396a-1bbf-41da-8409-6516037c841b,Information,001-843-459-8882,GibbsReese.Optometric@dept.healthcare.de,"['de', 'en']",+1-475-359-8855x955,True
19f3372f-42af-4ade-961f-42482b900795,Referrals,+1-981-413-7263x57452,Cook.Anesthesia@dept.healthcare.org,"['de', 'en']",220-594-6820x8668,
d0a41046-654d-4079-8420-212e1cab65eb,Referrals,001-352-890-0420,Cnook.Urologic@dept.healthcare.org,['de'],001-422-797-1434,True
eba1c7ac-ac90-4041-934d-1a965e1e48ce,Emergency,001-277-281-4914x018,Cook.Dermatology@dept.healthcare.org,['de'],001-917-757-8574,
29217fa2-ede3-4a6d-9911-ce4298f0f819,Appointments,355.597.6288x1867,Cook.Primary@dept.healthcare.de,['de'],696-231-6937x983,True
be1a765e-e1de-409c-b34f-f34fda6d2b4c,Information,350-227-5088,Cook.Communiyt@dept.healthcare.org,['de'],001-746-576-8721x0996,True
68d3e83d-9f2c-4714-ba63-20797f99d8d3,Information,759.370.5975x4947,Cook.PPulmonary@dept.healthcare.org,['de'],382-494-9741,True
977055d5-1c77-46ed-b761-9d316ceeafdb,Appointments,001-408-652-2873x3602,Cook.Endocrine@dept.healthcare.de,['de'],508-546-0002,True
eac140b5-1019-4f96-928b-130364af8cd3,Referrals,7607887631,Austin.Anesthesia@dept.healthcare.et,"['et', 'en']",793.987.1102,True
478fc921-d6db-4730-8561-d9f9855b08c5,Emergency,348-868-7578x97276,Austin.Pulbic@dept.healthcare.org,"['et', 'en']",+1-429-503-3238x785,True
7e0d9706-5b6b-4ac7-8f3b-77935a0e09c9,Staff,(403)407-5452x6468,Austin.Rheumatologic@dept.healthcare.org,['et'],(890)673-4942x31631,
c03d110a-cee6-4527-a5b0-6c588b6bf26d,Information,(766)308-0455,Austin.Rheumatologic@dept.healthcare.et,['et'],645.942.2932,True
4af2fb91-10ac-4f5a-b0eb-d8166ce0ad95,Staff,001-403-489-0102x079,Austin.mPsychiatric@dept.healthcare.org,['et'],743-658-1950x5910,True
e2fc6487-1a13-43ca-ae93-8c0ed3dc0b57,Information,651-245-5602x2960,Austin.Rheumatologic@dept.healthcare.org,"['et', 'en']",(853)964-3273x56003,
82e0ec7f-9bd6-4258-bf46-fd428f68a122,Staff,+1-560-464-8118,Austin.Surgical@dept.healthcare.et,"['et', 'en']",595-499-9067x12703,True
3fd4a8a0-73bd-4f2e-91e0-904f85410473,Referrals,001-888-387-2858x8598,Austin.Hematologic@dept.healthcare.et,['et'],(257)436-7809,True
e02a9b77-929a-4798-b0ec-24966f222ad6,Information,+1-530-330-4080x58378,RxeedFry.Optometric@dept.healthcare.org,['de'],(443)232-1659x744,True
456e41f3-6726-404c-95f9-806c0a9cdaf7,Staff,501.828.4795x741,ReedFry.Neurologic@dept.healthcare.org,"['de', 'en']",(454)262-6764x3430,
226cc7b8-93d4-4d22-b156-4941cd567d4c,Appointments,001-531-706-4992x229,ReedFry.Pediatric@dept.healthcare.org,['de'],998.575.7524x3580,
4f94a85d-7b21-47e5-9877-2113299a3972,Appointments,+1-274-335-9196,ReedFr.Endocrine@dept.healthcare.org,"['de', 'en']",797.626.1494x025,True
5bca7765-50d2-4040-ad49-2906db05ec8d,Staff,519.957.2589,ReedFry.Pathology@dept.healthcare.de,"['de', 'en']",(653)213-6727,True
2a536fef-4509-4b99-9e67-16a21a74aaf5,Information,(834)636-1216x51002,ReedFry.Radiography@dept.healthcare.de,"['de', 'en']",(538)271-1821x53945,True
c9b7c822-4cb6-48d9-a50d-6e1b484377b0,Referrals,(206)249-1658x8042,ReedFrym.Midwifery@dept.healthcare.org,"['de', 'en']",+1-654-297-7018,True
44fca49b-b7b3-4828-ab0a-2f596eec1841,Appointments,726-420-6632,ReedFry.Toxicologic@dept.healthcare.de,['de'],402-692-9438,True
1a56c9a9-ced5-4306-8183-5012e75d1428,Staff,001-651-735-9834,ReedFry.Dermatoloogy@dept.healthcare.org,['de'],001-270-498-4558x306,True
79eb2445-4e5a-45b6-94d8-fa63359121f5,Staff,356.276.1728,Guerrero.Physiotherapy@dept.healthcare.org,"['de', 'en']",+1-540-271-5120,
aa0a29d4-4519-4e50-831c-2f57f7d7607c,Appointments,278.430.0803x602,Guerrero.Toxicologic@dept.healthcare.org,"['de', 'en']",653-707-5799x3855,
0232c151-30cb-442b-a330-a6b6b038369a,Emergency,001-718-415-4294x40567,Guerrero.Geriatric@dept.healthcare.de,"['de', 'en']",(488)926-3318,True
bff2d4b0-b46f-48c4-b584-7a7bc0c822b5,Appointments,001-299-358-0386x8709,Guerrero.Geriatriic@dept.healthcare.org,"['de', 'en']",500.653.0708,True
1e8dd6f2-abaf-425a-98cc-09be8368c4e5,Information,(654)801-0577x23112,Guerrero.Dermatology@dept.healthcare.org,"['de', 'en']",001-401-487-4899x431,
a45c01a9-b515-4af4-ba19-2707ad9d43f4,Information,001-237-869-9643,Guerrero.Rheumatologic@dept.healthcare.org,['de'],(925)213-1356x2211,
2ca0bc5c-c30c-488c-a076-f8462424df1f,Appointments,442-706-5159x5631,Guerrero.Publeic@dept.healthcare.org,['de'],(289)805-1688,True
0e62567a-668f-46e5-af44-dc5c9f13043e,Referrals,+1-903-748-4741x361,Guerrero.Radiography@dept.healthcare.de,"['de', 'en']",(374)615-7838,True
67a2ec2a-fea5-434d-88df-ff95f3eae24b,Staff,584-725-0107,Baker.Gasrtoenterologic@dept.healthcare.org,['de'],(230)733-7758x92537,True
6222dc87-a970-47ea-b44b-a3e8a455b8ac,Appointments,584.201.8196x08400,Baker.Speech@dept.healthcare.de,"['de', 'en']",904-879-6490x74687,True
250d65d8-c042-4d67-a2fc-10ce2859872d,Appointments,601.890.5258,Baker.Otpometric@dept.healthcare.org,"['de', 'en']",001-677-770-8160x985,True
07579bca-cc2b-4a0b-9df2-f202fce852aa,Information,499.900.8885,Baker.Respiratofry@dept.healthcare.org,"['de', 'en']",(588)583-2696x03608,True
44594efd-c684-4beb-a055-1d8fb9fd2a01,Staff,(629)875-5172x249,Baker.Urologic@dept.healthcare.de,['de'],(233)265-2900,True
bd297f86-4d84-41f3-88de-ce8435777f34,Information,569-301-5726x711,Baker.Optometric@dept.healthcare.de,"['de', 'en']",3814210311,True
668bb199-ed5f-4d3a-a69a-91cc70ef083f,Information,993-475-1775x08313,Baker.Podiatric@dept.healthcare.org,['de'],278-400-1316,
499f96db-930b-49cf-8872-5f423d73f2a4,Emergency,001-958-733-1999x824,Baker.Genetic@dept.healthcare.de,['de'],(973)655-6902x675,True
f4423457-c74d-4fca-9174-6ecb491577dd,Emergency,001-229-863-8942x09877,Baker.Anesthesia@dept.healthcare.de,['de'],(786)610-0132,True
89646d2f-028f-4f77-bc03-44ca1fa6abd8,Emergency,(910)368-8779x391,Baker.Cardiovascular@dept.healthcare.de,"['de', 'en']",+1-347-793-9685x69840,True
64828390-3b50-4511-9a1a-07edd774e2fd,Referrals,+3115-3711172,ValenciaThomas.Pulmonary@dept.healthcare.org,['nl'],(041)-7298482,
d88ddaee-ee5a-4fa8-9a4c-22ed245b7680,Appointments,(0563) 689219,ValenciaThomas.Otolarynglogic@dept.healthcare.org,['nl'],(064) 3422451,True
ec0c6a39-8534-414f-9990-e8cbf2832ae8,Information,+31(0)050 475929,ValenciaThomas.Infectious@dept.healthcare.nl,['nl'],(0103) 079567,True
9dcee663-6d72-4ff2-a75f-404dbee7de26,Information,(020) 6208561,ValenciaThomas.Public@dept.healthcare.nl,['nl'],+3160-6655565,True
655dbdaa-06e9-4ed7-afd6-a0b84b7e88d4,Appointments,0437-924097,ValenciaThomas.Geriatric@dept.healthcare.org,"['nl', 'en']",081-1413435,
d00e6884-6a4a-4cf1-a7db-54c0e03e610f,Emergency,+31(0)16-6103758,ValenciaThomas.Geriatric@dept.healthcare.nl,['nl'],067-0090355,True
54042de1-f304-45b1-b3f1-76c3eb298737,Referrals,082-1686563,VaalenciaThomas.Laboratory@dept.healthcare.org,['nl'],(041) 4622292,True
9a8bb8e6-359d-4bd3-85b8-730529035dac,Referrals,(041) 0559302,ValencciaThomas.Endocrine@dept.healthcare.org,"['nl', 'en']",(058)-7351419,True
d2783fd1-404d-409b-8752-be356c1888a0,Appointments,(092) 6092376,ValenciaThomas.Obstetric@dept.healthcare.nl,"['nl', 'en']",+3197-1898513,True
3591c6bd-a297-47af-9574-76bf4918ac72,Referrals,0265 599503,ValenciaThomas.Obstetric@dept.healthcare.org,['nl'],0242-447800,
17481e6e-3d9b-40bf-9d49-364354358816,Information,680.695.9773x931,Obrien.Geriatric@dept.healthcare.org,"['de', 'en']",2518578223,
112eb0ed-476a-4cd1-b417-4b713da0deef,Information,001-592-222-2836x8684,Obriean.Optometric@dept.healthcare.org,"['de', 'en']",525.316.1891x9953,True
8e7fdbba-d039-46b6-bacc-692ca4ab9bec,Appointments,495.341.1344x98068,Obrien.Emergency@dept.healthcare.org,['de'],201-839-2071x5155,
f97d705a-f418-4456-b1e8-6b44f70b2cee,Referrals,+1-432-267-7778x59022,Obrien.Dmiet@dept.healthcare.org,['de'],+1-675-496-3345,True
84a30b1b-149e-457f-ae08-dda3faab6bcd,Appointments,2026010750,Obrien.Radiography@dept.healthcare.de,"['de', 'en']",460-529-6419x417,True
635bc610-025f-49d2-b00d-ff6770fb839c,Information,(650)873-8401x041,Obrien.Otolaryngologic@dept.healthcare.org,"['de', 'en']",001-561-288-0097x06829,
f6c7d5eb-7dfe-4ac5-8256-357c678e908e,Referrals,325.313.9825x177,Obrien.Gastroenterolgic@dept.healthcare.org,['de'],+1-754-412-2438x90681,True
7d9319dd-30e7-4f73-b5d9-ce85231fd492,Information,+1-342-322-0338x1177,Obrien.Hematologc@dept.healthcare.org,['de'],001-566-292-2396,True
285192f1-d4ee-4b9a-b185-2286688e7875,Emergency,654-421-5099x63625,Obrien.Nurssing@dept.healthcare.org,"['de', 'en']",323.303.3837x25660,True
47b85ae3-52fc-4c75-abd6-04d47ffb5ae3,Staff,6013030717,Obrien.Anesthesiia@dept.healthcare.org,['de'],922-656-0053x878,True
e6e9d04c-51fb-485d-ab32-f605eb9926db,Information,695.588.1376x68944,Fisher.Genetic@dept.healthcare.et,['et'],5434557439,True
687dc3da-bef2-4be1-9346-cab7d4129d9f,Staff,(383)248-6763,Fiasher.Public@dept.healthcare.org,"['et', 'en']",+1-559-950-7694,True
fb9eba48-6c77-40fb-8316-c4ba3a064d3c,Emergency,(969)675-0117x4387,Fisher.Cardiovacular@dept.healthcare.org,"['et', 'en']",836.719.9370x31554,True
00ede4e6-75d2-40f0-9e56-851ed7a04c0b,Staff,427.213.5480,Fisher.Otolaryngologic@dept.healthcare.et,['et'],(619)403-5767,True
bc4f88e2-fcff-45c5-8979-58a0e60552a2,Referrals,(993)824-1659,Fisher.Respiratory@dept.healthcare.org,"['et', 'en']",001-799-481-6492x60048,
33c0d92d-e121-4351-9cef-f86418f3e6de,Staff,001-623-418-8431x770,Fisher.Psychiatric@dept.healthcare.org,"['et', 'en']",9787126493,
803dfe0f-e9bd-404e-8189-3a70b8cd8ad5,Emergency,306-360-1684x334,Fisher.Pathology@dept.healthcare.et,"['et', 'en']",(468)305-3460x795,True
713ff36c-2e22-4d7e-8ca6-f4e894366fe8,Information,349-582-8740,Fisher.Emergency@dept.healthcare.et,['et'],(496)890-6515x83885,True
986354ec-c242-4868-82aa-6f794936fff3,Appointments,001-227-419-5814x380,Bishoop.Pathology@dept.healthcare.org,['et'],337-222-1289,True
58cbd538-382f-47c6-a61e-6ee5c58de98f,Appointments,(628)798-1322,Bishop.Physiotherapy@dept.healthcare.et,['et'],+1-399-330-5644x7776,True
6bb9c464-2148-470f-87c0-4cd21f6e8793,Information,838.506.7347x8750,Bishop.Infectious@dept.healthcare.org,"['et', 'en']",3486296654,
06b934ca-1371-4e13-bd2c-fa772c40f1bf,Emergency,001-681-342-9425x377,Bishop.Optoetric@dept.healthcare.org,"['et', 'en']",350-309-0750x6000,True
cc376868-8559-443a-a363-c13039970969,Staff,588.804.1578x19735,Bishop.Plastic@dept.healthcare.et,"['et', 'en']",001-264-815-9757x8939,True
d474dd32-8212-4c40-b11b-fbba8953fda5,Emergency,(253)617-7670x48830,Bishop.Plastic@dept.healthcare.et,['et'],(542)282-8785,True
4e564bf5-48c2-4cb9-8b35-97e26c3465e0,Information,+1-690-269-6830x2873,Bishop.Toxicologic@dept.healthcare.et,['et'],+1-255-648-9935x721,True
6d5bb5c1-1a52-4cdf-a0bb-9bd5140e192b,Emergency,(676)411-4213x94209,BishopEndocrine@dept.healthcare.org,"['et', 'en']",733.591.6805x084,True
9bde12d1-f95d-44ce-b201-2c68cc431bab,Information,001-309-273-9735x4739,Bishop.Infectious@dept.healthcare.org,"['et', 'en']",2536036701,
b0c05ad9-5ddc-4323-a11b-5dc915fcae90,Information,262.804.0716,Bishop.Otolaryngologic@dept.healthcare.et,"['et', 'en']",+1-223-450-5181x3575,True
