row,original_id,field_name,original_value,varied_value,variation_type,entity_type,duplicate_id
52,c04bd397-54a9-4898-bcb7-b35d68298389,text,Emirring 54,Emirrinp 54,Street Name Manipulation,Address,Ad_SD38
52,c04bd397-54a9-4898-bcb7-b35d68298389,city,Anerveen,nAerveen,City and Locality Name Variations,Address,Ad_SD38
53,25b09e48-1ca1-4fa7-83b8-bbaa7e24238e,city,Zandpol,Zandopl,City and Locality Name Variations,Address,Ad_SD39
53,25b09e48-1ca1-4fa7-83b8-bbaa7e24238e,postalCode,3393 KY,3393KY,Postal Code Formatting Variations,Address,Ad_SD39
54,45baf444-bb7e-41bf-9b2f-fda39f013834,postalCode,2406 DQ,2406DQ,Postal Code Formatting Variations,Address,Ad_SD40
55,b098a39f-12e9-43c1-a33a-812367ac9755,city,Woltersum,oWltersum,City and Locality Name Variations,Address,Ad_SD41
55,b098a39f-12e9-43c1-a33a-812367ac9755,postalCode,7527 KK,7527KK,Postal Code Formatting Variations,Address,Ad_SD41
56,fbfa7549-13ee-4ee8-950e-18400e60f583,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD42
56,fbfa7549-13ee-4ee8-950e-18400e60f583,city,IJsselstein,IJsslestein,City and Locality Name Variations,Address,Ad_SD42
57,db03dadf-a10f-4588-b1e1-9146f654f453,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD43
57,db03dadf-a10f-4588-b1e1-9146f654f453,postalCode,2678 UN,2678UN,Postal Code Formatting Variations,Address,Ad_SD43
58,055c64dd-e478-40a6-9368-e0d60b46b634,text,Corneliahof 35,Corneliahov 35,Street Name Manipulation,Address,Ad_SD44
58,055c64dd-e478-40a6-9368-e0d60b46b634,postalCode,2967 UN,2967UN,Postal Code Formatting Variations,Address,Ad_SD44
59,c78ad66d-4a9b-4c00-992e-dd37379c05da,text,Jesselaan 86,Jesselaan 86B,Street Number Manipulation,Address,Ad_SD45
59,c78ad66d-4a9b-4c00-992e-dd37379c05da,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD45
60,b366dcbc-abbf-4882-affa-0875e4a7c828,text,Timboulevard 130,Timboulevard 130A,Street Number Manipulation,Address,Ad_SD46
60,b366dcbc-abbf-4882-affa-0875e4a7c828,postalCode,6148 FA,6148FA,Postal Code Formatting Variations,Address,Ad_SD46
60,b366dcbc-abbf-4882-affa-0875e4a7c828,city,Lunteren,uLnteren,City and Locality Name Variations,Address,Ad_SD46
61,d693bf11-7721-4931-9734-2123e3ed9637,postalCode,9369 CH,9369CH,Postal Code Formatting Variations,Address,Ad_SD47
62,35152cba-ec4f-46ab-aa07-cfddee9cee1f,text,Elizaweg 94,Elizawez 94,Street Name Manipulation,Address,Ad_SD48
62,35152cba-ec4f-46ab-aa07-cfddee9cee1f,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD48
63,d2865c01-77f7-4d19-8ee5-ddf0d996f125,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD49
64,93a7468c-10c1-4f57-bed6-8dc13265b5b3,text,Finnbaan 52,Finnbaai 52,Street Name Manipulation,Address,Ad_SD50
65,94e5efab-8e36-47af-b1c2-d7b2ed384c44,postalCode,2535 FY,2535FY,Postal Code Formatting Variations,Address,Ad_SD51
65,94e5efab-8e36-47af-b1c2-d7b2ed384c44,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD51
65,94e5efab-8e36-47af-b1c2-d7b2ed384c44,text,Robinsteeg 109,Robinsteeg 109B,Street Number Manipulation,Address,Ad_SD51
66,f01688e4-b43b-4ab8-802b-7d666abb6f15,text,Silstraat 6,Silstraav 6,Street Name Manipulation,Address,Ad_SD52
66,f01688e4-b43b-4ab8-802b-7d666abb6f15,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD52
67,358d3e42-ed1e-454f-9fb7-86f4f61ed233,country,AT,Austria,Country Representation Variations,Address,Ad_SD53
67,358d3e42-ed1e-454f-9fb7-86f4f61ed233,postalCode,8549,8549 ,Postal Code Formatting Variations,Address,Ad_SD53
67,358d3e42-ed1e-454f-9fb7-86f4f61ed233,text,Gärtnerstr. 91,Gärtnerstr. 91B,Street Number Manipulation,Address,Ad_SD53
68,62fe8d68-95f4-4a1f-a1d2-92ab36f4851f,postalCode,8231,8231 ,Postal Code Formatting Variations,Address,Ad_SD54
68,62fe8d68-95f4-4a1f-a1d2-92ab36f4851f,text,Engelring 10,Engelring 10B,Street Number Manipulation,Address,Ad_SD54
69,98e63241-243f-4229-ace4-8fdc68d60b08,postalCode,6073,6073 ,Postal Code Formatting Variations,Address,Ad_SD55
70,bc67b332-a89d-4114-9841-c24912882f60,postalCode,1357,1357 ,Postal Code Formatting Variations,Address,Ad_SD56
70,bc67b332-a89d-4114-9841-c24912882f60,text,Anabella-Hartl-Gasse 91,Anabella-Hartl-Gasse 91A,Street Number Manipulation,Address,Ad_SD56
70,bc67b332-a89d-4114-9841-c24912882f60,country,AT,Austria,Country Representation Variations,Address,Ad_SD56
71,6a2ca004-0465-46d5-a086-f2af3059c498,text,Luisa-Stöckl-Ring 60,Luisa-Stöckl-Ring 60A,Street Number Manipulation,Address,Ad_SD57
71,6a2ca004-0465-46d5-a086-f2af3059c498,postalCode,7486,7486 ,Postal Code Formatting Variations,Address,Ad_SD57
71,6a2ca004-0465-46d5-a086-f2af3059c498,city,Voitsberg,Viotsberg,City and Locality Name Variations,Address,Ad_SD57
72,09fa0833-e2fe-46d1-8b64-acd73331cc05,postalCode,3169,3169 ,Postal Code Formatting Variations,Address,Ad_SD58
72,09fa0833-e2fe-46d1-8b64-acd73331cc05,city,Langenlois,Lagnenlois,City and Locality Name Variations,Address,Ad_SD58
72,09fa0833-e2fe-46d1-8b64-acd73331cc05,text,Anabella-Klug-Ring 92,Anabella-Klug-Ring 92A,Street Number Manipulation,Address,Ad_SD58
73,3e903735-4716-4271-b69c-39b9a73d23a6,postalCode,7071,7071 ,Postal Code Formatting Variations,Address,Ad_SD59
73,3e903735-4716-4271-b69c-39b9a73d23a6,city,Langenlois,Lnagenlois,City and Locality Name Variations,Address,Ad_SD59
74,425aaf83-4eaa-4a65-942f-4290d7bda791,text,Beatrice-Aschauer-Gasse 40,Beatrice-Aschauer-Gassm 40,Street Name Manipulation,Address,Ad_SD60
74,425aaf83-4eaa-4a65-942f-4290d7bda791,country,AT,Austria,Country Representation Variations,Address,Ad_SD60
75,47006868-578e-451a-8a99-908598f1d552,postalCode,5885,5885 ,Postal Code Formatting Variations,Address,Ad_SD61
75,47006868-578e-451a-8a99-908598f1d552,city,Oberpullendorf,Oberpullendrof,City and Locality Name Variations,Address,Ad_SD61
75,47006868-578e-451a-8a99-908598f1d552,country,AT,Austria,Country Representation Variations,Address,Ad_SD61
76,269dc3b6-c740-43ac-b14f-7e995a24e786,text,Jurrelaan 50,Jurrelnan 50,Street Name Manipulation,Address,Ad_SD62
77,5768ba9a-1fa9-4bd6-af25-cbe207fe7ec8,text,Joeyboulevard 98,Joeybyulevard 98,Street Name Manipulation,Address,Ad_SD63
77,5768ba9a-1fa9-4bd6-af25-cbe207fe7ec8,city,Ulrum,lrum,City and Locality Name Variations,Address,Ad_SD63
78,71494031-67ef-4e9e-803f-00347399a177,postalCode,9277 GF,9277GF,Postal Code Formatting Variations,Address,Ad_SD64
78,71494031-67ef-4e9e-803f-00347399a177,country,Netherlands,Austria,Country Representation Variations,Address,Ad_SD64
79,406ec398-9a4a-4a9c-a735-a17352ec0382,text,Chloélaan 150A,Cbloélaan 150A,Street Name Manipulation,Address,Ad_SD65
79,406ec398-9a4a-4a9c-a735-a17352ec0382,postalCode,9819 EB,9819EB,Postal Code Formatting Variations,Address,Ad_SD65
80,9f78299c-b9a9-4a03-bf8d-c9f2e3a10464,country,Netherlands,Austria,Country Representation Variations,Address,Ad_SD66
80,9f78299c-b9a9-4a03-bf8d-c9f2e3a10464,city,Eext,Eet,City and Locality Name Variations,Address,Ad_SD66
81,eee13dc0-e1e4-49cf-8dba-6d8f7ab8572c,text,Timosingel 89,Timosingel 89A,Street Number Manipulation,Address,Ad_SD67
83,2985c817-a937-4c86-9f40-ec4712d527a0,text,Barthof 44,Borthof 44,Street Name Manipulation,Address,Ad_SD69
84,c3629df7-6898-4668-9f18-1e4f394e61fe,text,Elikboulevard 29,Elikboulevard 29B,Street Number Manipulation,Address,Ad_SD70
84,c3629df7-6898-4668-9f18-1e4f394e61fe,city,Tiel,Til,City and Locality Name Variations,Address,Ad_SD70
85,a775cc44-ee07-4366-8d2f-e15174c88f42,city,Norden,orden,City and Locality Name Variations,Address,Ad_SD71
86,f1521976-65d6-4b7f-8f9a-fd63236e747e,postalCode,4009 AY,4009AY,Postal Code Formatting Variations,Address,Ad_SD72
86,f1521976-65d6-4b7f-8f9a-fd63236e747e,text,Saarbaan 80,Saarbaan 80B,Street Number Manipulation,Address,Ad_SD72
87,02299f58-9071-414d-b4f2-ba8e32fa6380,postalCode,6019 MI,6019MI,Postal Code Formatting Variations,Address,Ad_SD73
87,02299f58-9071-414d-b4f2-ba8e32fa6380,country,Netherlands,Austria,Country Representation Variations,Address,Ad_SD73
88,a2c1e1d4-131b-4956-872a-5ac130c97d34,country,Netherlands,Austria,Country Representation Variations,Address,Ad_SD74
88,a2c1e1d4-131b-4956-872a-5ac130c97d34,city,Njeholtpade,Njeholpade,City and Locality Name Variations,Address,Ad_SD74
89,f3e50e26-2e07-4578-8e4b-b53cf3dacf72,text,Evipad 110,Evipad 110A,Street Number Manipulation,Address,Ad_SD75
90,5a8fe4b2-8ffd-4977-85b8-93b04d36c61a,postalCode,3713 EU,3713EU,Postal Code Formatting Variations,Address,Ad_SD76
92,c77239f2-2d47-40cc-a5c5-063d4c444d95,country,AT,Austria,Country Representation Variations,Address,Ad_SD78
92,c77239f2-2d47-40cc-a5c5-063d4c444d95,city,Radstadt,Radtadt,City and Locality Name Variations,Address,Ad_SD78
93,8057b537-92ec-41d0-b2bb-8a67ec5b03af,city,Gerasdorf bei Wien,Gerasdorf bei Wen,City and Locality Name Variations,Address,Ad_SD79
94,f95cad47-3b5a-4257-a195-ace68506d5ba,city,Friedbrg,Fiedbrg,City and Locality Name Variations,Address,Ad_SD80
95,022c88c0-b563-446c-9cbf-0c64c039c71e,city,Linz,Lnz,City and Locality Name Variations,Address,Ad_SD81
96,4a8b2fae-6209-41c3-afb6-88bbe3a56430,city,Oudwoude,Ouwoude,City and Locality Name Variations,Address,Ad_SD82
97,7c5246f1-8fe5-475b-b771-877e141e39e7,text,Marinusstraat 115,Marinusstraat 115A,Street Number Manipulation,Address,Ad_SD83
98,0e8cff18-9e9d-4b77-ba34-b580eda0a0af,city,Pernis Rotterdam,PernisRotterdam,City and Locality Name Variations,Address,Ad_SD84
99,6f30a7a2-5853-40c4-b053-7fbb2bcdacf3,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD85
100,603fa8f0-1549-4dee-830b-4d6d9575d095,text,Puckboulevard 64,Pukkboulevard 64,Street Name Manipulation,Address,Ad_SD86
101,b9d2aef5-0fd2-4271-b440-d4eb03ed8da8,text,Jefsweg 69,Jefsweg 69A,Street Number Manipulation,Address,Ad_SD87
101,b9d2aef5-0fd2-4271-b440-d4eb03ed8da8,city,Nispen,Nspen,City and Locality Name Variations,Address,Ad_SD87
102,daac3c58-e266-44c0-9848-d32e65f628ac,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD88
102,daac3c58-e266-44c0-9848-d32e65f628ac,city,Warmond,armond,City and Locality Name Variations,Address,Ad_SD88
103,43419ace-febd-4b72-ae24-df89e9c5c130,city,Barendrecht,Barendrcht,City and Locality Name Variations,Address,Ad_SD89
15,42f81126-6c2c-40a7-a4e9-031675f80092,availableLanguage,"['de', 'en']","['German', 'English']",Language Representation Variation,ContactPoint,CP_SD1
15,42f81126-6c2c-40a7-a4e9-031675f80092,email,Robinson.Midwifery@dept.healthcare.org,Robinson.Midwiiery@dept.healthcare.org,Email Typo,ContactPoint,CP_SD1
15,42f81126-6c2c-40a7-a4e9-031675f80092,fax,001-889-320-4978x96373,001-8898320-4978x96373,Fax Number Typo,ContactPoint,CP_SD1
16,d41cc2bc-e335-4f8b-91d5-6acf680fe5e2,email,Robinson.Respiratory@dept.healthcare.org,Robijson.Respiratory@dept.healthcare.org,Email Typo,ContactPoint,CP_SD2
17,74286356-3c91-4458-a4b2-7e8301cbd9c2,email,Robinson.Obstetric@dept.healthcare.org,Robinson.Obstttric@dept.healthcare.org,Email Typo,ContactPoint,CP_SD3
17,74286356-3c91-4458-a4b2-7e8301cbd9c2,phone,319.544.6541x9175,309.544.6541x9175,Phone Number Typo,ContactPoint,CP_SD3
17,74286356-3c91-4458-a4b2-7e8301cbd9c2,availableLanguage,"['de', 'en']","['German', 'English']",Language Representation Variation,ContactPoint,CP_SD3
18,091523be-650f-4375-a0fc-01e2bcd635cc,email,Robinson.Neurologic@dept.healthcare.org,Robinyon.Neurologic@dept.healthcare.org,Email Typo,ContactPoint,CP_SD4
19,b5eca796-dc5f-4db7-87b5-2a8b0af01e69,phone,+1-491-974-9486x23198,+7-491-974-9486x23198,Phone Number Typo,ContactPoint,CP_SD5
20,5536212a-58d7-46da-8f01-3f4e73961f8e,phone,566-904-3319x238,566-904-3519x238,Phone Number Typo,ContactPoint,CP_SD6
20,5536212a-58d7-46da-8f01-3f4e73961f8e,availableLanguage,"['de', 'en']","['German', 'English']",Language Representation Variation,ContactPoint,CP_SD6
21,c6d82ceb-a1ac-4d49-8d4d-daab72824622,availableLanguage,['de'],['German'],Language Representation Variation,ContactPoint,CP_SD7
21,c6d82ceb-a1ac-4d49-8d4d-daab72824622,email,Robinson.Renal@dept.healthcare.org,Rnbinson.Renal@dept.healthcare.org,Email Typo,ContactPoint,CP_SD7
22,c784499d-6909-4290-9496-a305314a332e,availableLanguage,['et'],['Estonian'],Language Representation Variation,ContactPoint,CP_SD8
22,c784499d-6909-4290-9496-a305314a332e,phone,(813)857-7256,(813)897-7256,Phone Number Typo,ContactPoint,CP_SD8
23,24fa9196-f801-4987-8008-cccf565e5ae7,availableLanguage,['et'],['Estonian'],Language Representation Variation,ContactPoint,CP_SD9
23,24fa9196-f801-4987-8008-cccf565e5ae7,email,Mcneil.Diet@dept.healthcare.org,Mcneid.Diet@dept.healthcare.org,Email Typo,ContactPoint,CP_SD9
23,24fa9196-f801-4987-8008-cccf565e5ae7,fax,+1-527-660-1015,+1-527-060-1015,Fax Number Typo,ContactPoint,CP_SD9
24,2a630fd1-71cf-439d-aa1f-ff41af1b7013,fax,741-463-4637,741-463-4677,Fax Number Typo,ContactPoint,CP_SD10
25,e16e3336-77b1-4e21-bccc-c53ac36a4162,phone,001-645-542-2375x0579,001-645-542-2315x0579,Phone Number Typo,ContactPoint,CP_SD11
26,84ddf869-b816-4f1a-9677-013ba8e19b83,availableLanguage,"['et', 'en']","['Estonian', 'English']",Language Representation Variation,ContactPoint,CP_SD12
26,84ddf869-b816-4f1a-9677-013ba8e19b83,email,Mcneil.Pediatric@dept.healthcare.org,Mcneil.qediatric@dept.healthcare.org,Email Typo,ContactPoint,CP_SD12
27,eb5d11e8-b6d2-4ba9-a517-3d1cf7fc0bd9,availableLanguage,['et'],['Estonian'],Language Representation Variation,ContactPoint,CP_SD13
27,eb5d11e8-b6d2-4ba9-a517-3d1cf7fc0bd9,fax,313-453-6095x2271,313-453-609552271,Fax Number Typo,ContactPoint,CP_SD13
28,7df8b7f0-44a1-44d0-96df-fc21b1c2ed56,email,Peck.Podiatric@dept.healthcare.org,Peqk.Podiatric@dept.healthcare.org,Email Typo,ContactPoint,CP_SD14
28,7df8b7f0-44a1-44d0-96df-fc21b1c2ed56,phone,+3140-4154353,+3140-4154313,Phone Number Typo,ContactPoint,CP_SD14
29,80082244-1ac5-443b-b7dd-3c21e618d25d,email,Peck.Speech@dept.healthcare.org,Pech.Speech@dept.healthcare.org,Email Typo,ContactPoint,CP_SD15
29,80082244-1ac5-443b-b7dd-3c21e618d25d,fax,038-9317356,032-9317356,Fax Number Typo,ContactPoint,CP_SD15
30,66ab247a-75fe-400c-8407-32b4ef1772f4,fax,(0921)-163416,(0991)-163416,Fax Number Typo,ContactPoint,CP_SD16
31,a7486875-29bd-4604-bed2-7848c6950d85,phone,+3118 9245783,+3118 9245773,Phone Number Typo,ContactPoint,CP_SD17
31,a7486875-29bd-4604-bed2-7848c6950d85,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD17
32,49556582-7e54-4d03-aef4-2592ec1c6fe4,availableLanguage,['nl'],['Dutch'],Language Representation Variation,ContactPoint,CP_SD18
32,49556582-7e54-4d03-aef4-2592ec1c6fe4,email,Peck.Infectious@dept.healthcare.org,Peck.Infectkous@dept.healthcare.org,Email Typo,ContactPoint,CP_SD18
32,49556582-7e54-4d03-aef4-2592ec1c6fe4,fax,+31417-201745,+31717-201745,Fax Number Typo,ContactPoint,CP_SD18
33,047595fb-338b-4372-a00c-ea03b7d52dce,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD19
33,047595fb-338b-4372-a00c-ea03b7d52dce,fax,0621 208435,0621 408435,Fax Number Typo,ContactPoint,CP_SD19
34,a1fa46f3-4668-4cdd-b5f9-8f4110a15299,email,Peck.Radiography@dept.healthcare.org,Pejk.Radiography@dept.healthcare.org,Email Typo,ContactPoint,CP_SD20
34,a1fa46f3-4668-4cdd-b5f9-8f4110a15299,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD20
35,0aa1ee6f-1b04-4aa4-a3f3-3d5519248947,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD21
35,0aa1ee6f-1b04-4aa4-a3f3-3d5519248947,phone,+31996 776098,+319964776098,Phone Number Typo,ContactPoint,CP_SD21
35,0aa1ee6f-1b04-4aa4-a3f3-3d5519248947,email,Peck.Rheumatologic@dept.healthcare.org,Pecu.Rheumatologic@dept.healthcare.org,Email Typo,ContactPoint,CP_SD21
36,5aa970d9-801a-4ff7-a6cd-d662c4e813db,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD22
36,5aa970d9-801a-4ff7-a6cd-d662c4e813db,fax,(099) 9073342,(099) 9073842,Fax Number Typo,ContactPoint,CP_SD22
37,cec1871a-b5c8-4060-89c7-35079d592a7b,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD23
37,cec1871a-b5c8-4060-89c7-35079d592a7b,email,Allen.Renal@dept.healthcare.org,Allek.Renal@dept.healthcare.org,Email Typo,ContactPoint,CP_SD23
38,d24f6919-7d1d-439e-b453-6a9b7ecbcd45,fax,+31219-957937,+35219-957937,Fax Number Typo,ContactPoint,CP_SD24
38,d24f6919-7d1d-439e-b453-6a9b7ecbcd45,phone,+31(0)872-208716,+31(0)872-201716,Phone Number Typo,ContactPoint,CP_SD24
38,d24f6919-7d1d-439e-b453-6a9b7ecbcd45,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD24
39,7e39fd94-f850-4bec-a7f5-794c007ea2cb,phone,+31747 857914,+31747 877914,Phone Number Typo,ContactPoint,CP_SD25
39,7e39fd94-f850-4bec-a7f5-794c007ea2cb,availableLanguage,['nl'],['Dutch'],Language Representation Variation,ContactPoint,CP_SD25
40,c47090c6-bad8-4464-959b-0d078f022246,email,Allen.Pediatric@dept.healthcare.org,AllenmPediatric@dept.healthcare.org,Email Typo,ContactPoint,CP_SD26
40,c47090c6-bad8-4464-959b-0d078f022246,fax,000 3610679,000 3615679,Fax Number Typo,ContactPoint,CP_SD26
41,28986430-fabd-4787-bd5a-95ecc315c8b0,email,Ibarra.Primary@dept.healthcare.org,IbarradPrimary@dept.healthcare.org,Email Typo,ContactPoint,CP_SD27
41,28986430-fabd-4787-bd5a-95ecc315c8b0,phone,(0338) 007752,(0338) 006752,Phone Number Typo,ContactPoint,CP_SD27
42,88bf1035-d8cf-4d5c-b35c-f88bfae203e1,email,Ibarra.Gynecologic@dept.healthcare.org,Ibarrk.Gynecologic@dept.healthcare.org,Email Typo,ContactPoint,CP_SD28
43,50bbd1c7-f01c-4cc7-bb87-c961fa17e092,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD33
44,689f2d23-100a-4f24-8dd1-5beb5d98abc9,phone,054-0275331,054-0275361,Phone Number Typo,ContactPoint,CP_SD30
44,689f2d23-100a-4f24-8dd1-5beb5d98abc9,fax,+31(0)58-1229381,+31(0)58-1259381,Fax Number Typo,ContactPoint,CP_SD30
45,e9e1a3d1-1a12-4068-815c-77ed779571dd,phone,(0359)-559906,(0359)-559966,Phone Number Typo,ContactPoint,CP_SD31
45,e9e1a3d1-1a12-4068-815c-77ed779571dd,email,Ibarra.Speech@dept.healthcare.org,Ibarra.Splech@dept.healthcare.org,Email Typo,ContactPoint,CP_SD31
46,da47b8f9-cee4-4404-9648-1f4b0c747a90,email,Ibarra.Neurologic@dept.healthcare.org,Ibagra.Neurologic@dept.healthcare.org,Email Typo,ContactPoint,CP_SD32
46,da47b8f9-cee4-4404-9648-1f4b0c747a90,fax,+3176-5445627,+3176-7445627,Fax Number Typo,ContactPoint,CP_SD32
47,5351c342-5b7c-48ed-b239-6f882516de06,fax,(007) 7131339,(001) 7131339,Fax Number Typo,ContactPoint,CP_SD33
47,5351c342-5b7c-48ed-b239-6f882516de06,phone,(0145) 901789,(01451 901789,Phone Number Typo,ContactPoint,CP_SD33
48,6efeb18f-aaa6-4ef9-bbb6-ba4c140ab78e,email,Ibarra.Pulmonary@dept.healthcare.org,Ibatra.Pulmonary@dept.healthcare.org,Email Typo,ContactPoint,CP_SD34
48,6efeb18f-aaa6-4ef9-bbb6-ba4c140ab78e,availableLanguage,['nl'],['Dutch'],Language Representation Variation,ContactPoint,CP_SD34
49,4f5ab827-3b33-445b-952b-c38cce0790d7,fax,0923 808299,0927 808299,Fax Number Typo,ContactPoint,CP_SD35
49,4f5ab827-3b33-445b-952b-c38cce0790d7,phone,(0806) 446410,(6806) 446410,Phone Number Typo,ContactPoint,CP_SD35
49,4f5ab827-3b33-445b-952b-c38cce0790d7,email,Griffin.Musculoskeletal@dept.healthcare.org,Griffin.Muscvloskeletal@dept.healthcare.org,Email Typo,ContactPoint,CP_SD35
50,8dfc0cb0-dc97-4aec-8fac-816ce2d371cc,availableLanguage,['nl'],['Dutch'],Language Representation Variation,ContactPoint,CP_SD36
50,8dfc0cb0-dc97-4aec-8fac-816ce2d371cc,email,Griffin.Respiratory@dept.healthcare.org,Griffin.Reypiratory@dept.healthcare.org,Email Typo,ContactPoint,CP_SD36
51,68aeb048-72ec-4932-a075-44b56eb7b98b,fax,+31(0)99-2009421,+31(0799-2009421,Fax Number Typo,ContactPoint,CP_SD37
51,68aeb048-72ec-4932-a075-44b56eb7b98b,email,Griffin.Psychiatric@dept.healthcare.org,GriffinlPsychiatric@dept.healthcare.org,Email Typo,ContactPoint,CP_SD37
52,d7c5a147-ebd2-452e-b18f-3aee34a25626,availableLanguage,['nl'],['Dutch'],Language Representation Variation,ContactPoint,CP_SD38
52,d7c5a147-ebd2-452e-b18f-3aee34a25626,fax,+3147 9124838,+3147 9128838,Fax Number Typo,ContactPoint,CP_SD38
52,d7c5a147-ebd2-452e-b18f-3aee34a25626,email,Griffin.Respiratory@dept.healthcare.org,Griffin.Respirftory@dept.healthcare.org,Email Typo,ContactPoint,CP_SD38
53,46c91999-4187-4dc0-aa20-ccea22e87c8d,fax,(0875) 267737,(7875) 267737,Fax Number Typo,ContactPoint,CP_SD39
53,46c91999-4187-4dc0-aa20-ccea22e87c8d,availableLanguage,['nl'],['Dutch'],Language Representation Variation,ContactPoint,CP_SD39
54,c40421fb-18fb-4f2c-9602-a43750ea62aa,phone,+31(0)378 207287,+31(0)378 208287,Phone Number Typo,ContactPoint,CP_SD40
55,9e3589b2-eb14-4394-bd70-57fbc7caa96b,email,Griffin.Respiratory@dept.healthcare.org,Griffii.Respiratory@dept.healthcare.org,Email Typo,ContactPoint,CP_SD41
55,9e3589b2-eb14-4394-bd70-57fbc7caa96b,phone,+31956-110289,+31956-180289,Phone Number Typo,ContactPoint,CP_SD41
56,91db735e-dc21-43e8-902e-4f400a013a86,availableLanguage,['nl'],['Dutch'],Language Representation Variation,ContactPoint,CP_SD42
56,91db735e-dc21-43e8-902e-4f400a013a86,phone,+31(0)049 493858,+31(7)049 493858,Phone Number Typo,ContactPoint,CP_SD42
57,e1f51fdc-c203-453a-8b78-44b004747134,phone,+31(0)25-1238274,+31(0)20-1238274,Phone Number Typo,ContactPoint,CP_SD43
58,b11826f6-66c3-400c-9cae-80b846695f55,email,Griffin.Diet@dept.healthcare.org,Grlffin.Diet@dept.healthcare.org,Email Typo,ContactPoint,CP_SD44
58,b11826f6-66c3-400c-9cae-80b846695f55,fax,(019) 0391103,(019) 1391103,Fax Number Typo,ContactPoint,CP_SD44
59,77059fa8-56be-4bee-a67c-4de762f8d20a,fax,020 5749452,02005749452,Fax Number Typo,ContactPoint,CP_SD45
60,c46e1738-790b-4990-a428-da2ed8900991,availableLanguage,['nl'],['Dutch'],Language Representation Variation,ContactPoint,CP_SD46
61,8a8ed273-ece1-4e8b-85cc-70a1a49266c9,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD47
61,8a8ed273-ece1-4e8b-85cc-70a1a49266c9,fax,+31(0)215-271250,+31(0)215-071250,Fax Number Typo,ContactPoint,CP_SD47
62,8e95ef6a-b675-4f65-b8e1-c5e6648b1a36,phone,0469 145886,04692145886,Phone Number Typo,ContactPoint,CP_SD48
62,8e95ef6a-b675-4f65-b8e1-c5e6648b1a36,fax,041-7347030,041-7347090,Fax Number Typo,ContactPoint,CP_SD48
63,6db16e7a-23e0-484e-bc30-9d334ea8c3b1,phone,0546-698497,0546-198497,Phone Number Typo,ContactPoint,CP_SD49
63,6db16e7a-23e0-484e-bc30-9d334ea8c3b1,availableLanguage,['nl'],['Dutch'],Language Representation Variation,ContactPoint,CP_SD49
64,fef5a551-87a9-4185-9166-465bb0464634,availableLanguage,['nl'],['Dutch'],Language Representation Variation,ContactPoint,CP_SD50
64,fef5a551-87a9-4185-9166-465bb0464634,phone,049 7612433,049 7612933,Phone Number Typo,ContactPoint,CP_SD50
64,fef5a551-87a9-4185-9166-465bb0464634,email,FigueroaStrong.Cardiovascular@dept.healthcare.org,FigueroaStrong.Caraiovascular@dept.healthcare.org,Email Typo,ContactPoint,CP_SD50
65,6278f95a-7438-4b47-aa83-c504ebbc854b,fax,+31292 592965,+31292 092965,Fax Number Typo,ContactPoint,CP_SD51
65,6278f95a-7438-4b47-aa83-c504ebbc854b,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD51
66,15f66e23-75e6-43b6-b952-7fba397ce787,fax,098-1014243,098-1012243,Fax Number Typo,ContactPoint,CP_SD52
67,11d0fd54-750e-41b1-997e-b2fc26fc574c,email,Parker.Public@dept.healthcare.org,Parker.Purlic@dept.healthcare.org,Email Typo,ContactPoint,CP_SD53
67,11d0fd54-750e-41b1-997e-b2fc26fc574c,phone,+1-461-782-8173,+1-461-788-8173,Phone Number Typo,ContactPoint,CP_SD53
68,16b9315a-eea6-4d23-aaf3-913e301c8730,availableLanguage,"['de', 'en']","['German', 'English']",Language Representation Variation,ContactPoint,CP_SD54
68,16b9315a-eea6-4d23-aaf3-913e301c8730,fax,(802)712-1753x9241,(862)712-1753x9241,Fax Number Typo,ContactPoint,CP_SD54
