row,original_id,field_name,original_value,varied_value,variation_type,entity_type,duplicate_id
67,d5964131-dcb3-4aaf-9a0b-de0e1ee9f778,email,laurenkelley@healthcare.org,lourenkelley@healthcare.org,Email Typo,HealthcarePersonnel,Person68
67,d5964131-dcb3-4aaf-9a0b-de0e1ee9f778,birthDate,1983-02-14,,omission,Person,Person68
67,d5964131-dcb3-4aaf-9a0b-de0e1ee9f778,jobTitle,Rheumatologist,Rheumaotlogist,Job Title Typo,HealthcarePersonnel,Person68
67,d5964131-dcb3-4aaf-9a0b-de0e1ee9f778,birthDate,1983-02-14,14-02-1983,Birth Date Format Change,Person,Person68
67,d5964131-dcb3-4aaf-9a0b-de0e1ee9f778,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person68
67,d5964131-dcb3-4aaf-9a0b-de0e1ee9f778,personName,Lauren Kelley,Kelley Lauren,Name Order Change,Person,Person68
68,7395a4de-54de-4a57-b7f5-9479bbb1590f,knowsLanguage,de,,omission,Person,Person69
69,dfeaf29e-ef57-4eda-a2c7-039aa77d38c8,jobTitle,Radiologist,Radiologits,Job Title Typo,HealthcarePersonnel,Person70
69,dfeaf29e-ef57-4eda-a2c7-039aa77d38c8,knowsLanguage,et,,omission,Person,Person70
70,1f8a8d4e-dec8-44da-bc8e-901e84151b73,jobTitle,Anesthesiology Nurse,,omission,HealthcarePersonnel,Person71
71,22cea693-11c0-4be8-9ee1-835893d07e44,email,tristangilbert@healthcare.org,,omission,HealthcarePersonnel,Person72
71,22cea693-11c0-4be8-9ee1-835893d07e44,email,tristangilbert@healthcare.org,tristangiwbert@healthcare.org,Email Typo,HealthcarePersonnel,Person72
72,699b1daf-498e-4e8a-bf1b-12afbd0a52cb,jobTitle,Neurological Nurse,Neuroloigcal Nurse,Job Title Typo,HealthcarePersonnel,Person73
72,699b1daf-498e-4e8a-bf1b-12afbd0a52cb,birthDate,1963-09-12,12-09-1963,Birth Date Format Change,Person,Person73
72,699b1daf-498e-4e8a-bf1b-12afbd0a52cb,personName,Jonathon Hutchinson,Hutchinson Jonathon,Name Order Change,Person,Person73
72,699b1daf-498e-4e8a-bf1b-12afbd0a52cb,email,jonathonhutchinson@healthcare.org,jonaxhonhutchinson@healthcare.org,Email Typo,HealthcarePersonnel,Person73
72,699b1daf-498e-4e8a-bf1b-12afbd0a52cb,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person73
72,699b1daf-498e-4e8a-bf1b-12afbd0a52cb,knowsLanguage,nl,,omission,Person,Person73
73,c72c1863-a478-4863-91af-f050e1e610b0,birthDate,1980-12-01,,omission,Person,Person74
73,c72c1863-a478-4863-91af-f050e1e610b0,email,shelbyleblanc@healthcare.org,shelbylexlanc@healthcare.org,Email Typo,HealthcarePersonnel,Person74
74,e3e47ecd-c406-4a0b-9545-898582d921e1,personName,Gary Gibson,Gibson Gary,Name Order Change,Person,Person75
74,e3e47ecd-c406-4a0b-9545-898582d921e1,birthDate,1965-05-14,,omission,Person,Person75
75,1bf2444a-e40f-433b-a75a-f509b92fca56,email,michaelwilliams@healthcare.org,,omission,HealthcarePersonnel,Person76
76,c3b974e4-5bfd-4bb4-b341-c0bec3e5c2d1,birthDate,1976-10-01,,omission,Person,Person77
76,c3b974e4-5bfd-4bb4-b341-c0bec3e5c2d1,jobTitle,Cytotechnologist,Cytotechonlogist,Job Title Typo,HealthcarePersonnel,Person77
76,c3b974e4-5bfd-4bb4-b341-c0bec3e5c2d1,email,maryporter@healthcare.org,marwporter@healthcare.org,Email Typo,HealthcarePersonnel,Person77
77,b5c9e921-de1b-4215-904f-6274886b00e6,birthDate,1979-01-13,,omission,Person,Person78
77,b5c9e921-de1b-4215-904f-6274886b00e6,email,chloerodriguez@healthcare.org,chloerodwiguez@healthcare.org,Email Typo,HealthcarePersonnel,Person78
78,8a94c42a-1422-4866-b3c7-b6d42f0a6c4b,jobTitle,Dialysis Nurse,Dialysi sNurse,Job Title Typo,HealthcarePersonnel,Person79
78,8a94c42a-1422-4866-b3c7-b6d42f0a6c4b,birthDate,1977-03-05,,omission,Person,Person79
79,3b3a9486-17d6-4b86-bd43-582af150b209,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person80
79,3b3a9486-17d6-4b86-bd43-582af150b209,personName,Jason Larson,J. Larson,Name Abbreviation,Person,Person80
79,3b3a9486-17d6-4b86-bd43-582af150b209,birthDate,1963-01-21,21-01-1963,Birth Date Format Change,Person,Person80
79,3b3a9486-17d6-4b86-bd43-582af150b209,jobTitle,Dialysis Nurse,,omission,HealthcarePersonnel,Person80
80,740ce720-5902-4b55-abc5-4b18cd6171b5,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person81
80,740ce720-5902-4b55-abc5-4b18cd6171b5,personName,Travis Williams,T. Williams,Name Abbreviation,Person,Person81
80,740ce720-5902-4b55-abc5-4b18cd6171b5,jobTitle,GI Nurse,,omission,HealthcarePersonnel,Person81
81,057141b1-aabc-451f-bc91-05ee6c752883,jobTitle,GI Technician,,omission,HealthcarePersonnel,Person82
81,057141b1-aabc-451f-bc91-05ee6c752883,jobTitle,GI Technician,GI Technicina,Job Title Typo,HealthcarePersonnel,Person82
82,c4af6ae4-e900-42e1-9959-156477093d79,personName,Matthew Sharp,M. Sharp,Name Abbreviation,Person,Person83
82,c4af6ae4-e900-42e1-9959-156477093d79,knowsLanguage,de,German,Language Representation Change,Person,Person83
82,c4af6ae4-e900-42e1-9959-156477093d79,birthDate,1989-11-14,14-11-1989,Birth Date Format Change,Person,Person83
82,c4af6ae4-e900-42e1-9959-156477093d79,jobTitle,Speech Pathologist,,omission,HealthcarePersonnel,Person83
83,5d6e3c4e-2ae1-4c81-bcf7-597e20ee7786,jobTitle,Speech Therapist,Speech Therpaist,Job Title Typo,HealthcarePersonnel,Person84
83,5d6e3c4e-2ae1-4c81-bcf7-597e20ee7786,birthDate,1988-01-19,,omission,Person,Person84
83,5d6e3c4e-2ae1-4c81-bcf7-597e20ee7786,email,gregorycopeland@healthcare.org,grjgorycopeland@healthcare.org,Email Typo,HealthcarePersonnel,Person84
84,0362d0d2-a71e-4258-b0bb-d427fb9fe536,birthDate,1967-11-03,03-11-1967,Birth Date Format Change,Person,Person85
84,0362d0d2-a71e-4258-b0bb-d427fb9fe536,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person85
84,0362d0d2-a71e-4258-b0bb-d427fb9fe536,birthDate,1967-11-03,,omission,Person,Person85
84,0362d0d2-a71e-4258-b0bb-d427fb9fe536,email,daviddavila@healthcare.org,daviddcvila@healthcare.org,Email Typo,HealthcarePersonnel,Person85
84,0362d0d2-a71e-4258-b0bb-d427fb9fe536,personName,David Davila,Davila David,Name Order Change,Person,Person85
85,3041dbb4-f555-4423-b59d-5c50f16e06ed,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person86
85,3041dbb4-f555-4423-b59d-5c50f16e06ed,birthDate,1996-10-11,11-10-1996,Birth Date Format Change,Person,Person86
85,3041dbb4-f555-4423-b59d-5c50f16e06ed,birthDate,1996-10-11,,omission,Person,Person86
85,3041dbb4-f555-4423-b59d-5c50f16e06ed,email,stephanierodriguez@healthcare.org,stephanierodbiguez@healthcare.org,Email Typo,HealthcarePersonnel,Person86
86,380b588e-11f0-4ec1-a525-c0f89f851d5f,knowsLanguage,nl,,omission,Person,Person87
87,121ea68e-a1a8-4b44-8922-d33ee79bf6ef,email,bryancole@healthcare.org,,omission,HealthcarePersonnel,Person88
88,cb372bdd-1bcd-4c63-a9c2-b5878c6d0114,jobTitle,Renal Dietitian,Renal Dietitain,Job Title Typo,HealthcarePersonnel,Person89
88,cb372bdd-1bcd-4c63-a9c2-b5878c6d0114,birthDate,1986-01-26,26-01-1986,Birth Date Format Change,Person,Person89
88,cb372bdd-1bcd-4c63-a9c2-b5878c6d0114,personName,David George,D. George,Name Abbreviation,Person,Person89
88,cb372bdd-1bcd-4c63-a9c2-b5878c6d0114,email,davidgeorge@healthcare.org,,omission,HealthcarePersonnel,Person89
89,ab9bf856-e20d-45c0-b002-ff39d64d2a15,personName,Nicole Garcia,N. Garcia,Name Abbreviation,Person,Person90
89,ab9bf856-e20d-45c0-b002-ff39d64d2a15,birthDate,1966-11-02,02-11-1966,Birth Date Format Change,Person,Person90
89,ab9bf856-e20d-45c0-b002-ff39d64d2a15,jobTitle,Histology Technician,,omission,HealthcarePersonnel,Person90
90,ac96167d-a574-4898-916c-91da2c601312,birthDate,1976-06-28,28-06-1976,Birth Date Format Change,Person,Person91
90,ac96167d-a574-4898-916c-91da2c601312,jobTitle,Pathologist,,omission,HealthcarePersonnel,Person91
90,ac96167d-a574-4898-916c-91da2c601312,jobTitle,Pathologist,Ptahologist,Job Title Typo,HealthcarePersonnel,Person91
90,ac96167d-a574-4898-916c-91da2c601312,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person91
91,1797ce99-3847-4bac-8acd-bea381b8190d,knowsLanguage,de,,omission,Person,Person92
92,b190abfa-7bf8-4117-97d1-b0becbd007d1,knowsLanguage,de,,omission,Person,Person93
92,b190abfa-7bf8-4117-97d1-b0becbd007d1,email,nicolejacobs@healthcare.org,nicolejacmbs@healthcare.org,Email Typo,HealthcarePersonnel,Person93
93,99ebc199-6039-44cf-9eeb-907775714c3b,jobTitle,General Practitioner,,omission,HealthcarePersonnel,Person94
93,99ebc199-6039-44cf-9eeb-907775714c3b,personName,Joseph Perez,J. Perez,Name Abbreviation,Person,Person94
93,99ebc199-6039-44cf-9eeb-907775714c3b,email,josephperez@healthcare.org,josephperyz@healthcare.org,Email Typo,HealthcarePersonnel,Person94
93,99ebc199-6039-44cf-9eeb-907775714c3b,birthDate,1978-07-22,22-07-1978,Birth Date Format Change,Person,Person94
94,616f8e4d-f895-497b-a642-3f9b29dd7df6,email,sarahhudson@healthcare.org,sarahhuqson@healthcare.org,Email Typo,HealthcarePersonnel,Person95
94,616f8e4d-f895-497b-a642-3f9b29dd7df6,jobTitle,General Practitioner,,omission,HealthcarePersonnel,Person95
94,616f8e4d-f895-497b-a642-3f9b29dd7df6,jobTitle,General Practitioner,eGneral Practitioner,Job Title Typo,HealthcarePersonnel,Person95
95,6192083f-d999-4865-ac13-0b103a5dacd6,email,christophernunez@healthcare.org,christopnernunez@healthcare.org,Email Typo,HealthcarePersonnel,Person96
95,6192083f-d999-4865-ac13-0b103a5dacd6,birthDate,1969-03-22,22-03-1969,Birth Date Format Change,Person,Person96
95,6192083f-d999-4865-ac13-0b103a5dacd6,knowsLanguage,nl,,omission,Person,Person96
95,6192083f-d999-4865-ac13-0b103a5dacd6,jobTitle,Gynecologist,Gynecolgoist,Job Title Typo,HealthcarePersonnel,Person96
95,6192083f-d999-4865-ac13-0b103a5dacd6,personName,Christopher Nunez,Nunez Christopher,Name Order Change,Person,Person96
96,5c51eaff-58bd-4524-b0ec-e690a35741ce,knowsLanguage,de,,omission,Person,Person97
97,53163b07-5e76-41ec-ad6f-4334d70e4112,email,mrsamywhitephd@healthcare.org,mrsamywhitepyd@healthcare.org,Email Typo,HealthcarePersonnel,Person98
97,53163b07-5e76-41ec-ad6f-4334d70e4112,knowsLanguage,nl,,omission,Person,Person98
98,8e82356c-baaf-461a-96e9-f83c78313397,jobTitle,Optician,Optiican,Job Title Typo,HealthcarePersonnel,Person99
98,8e82356c-baaf-461a-96e9-f83c78313397,email,aaronjacobs@healthcare.org,aaronjacybs@healthcare.org,Email Typo,HealthcarePersonnel,Person99
98,8e82356c-baaf-461a-96e9-f83c78313397,jobTitle,Optician,,omission,HealthcarePersonnel,Person99
99,b0a5534e-ebc7-4495-9451-e5b46639ed5b,knowsLanguage,et,,omission,Person,Person100
100,ce63bc0e-31d4-4918-9f71-6c6fb46271ce,jobTitle,Endocrine Nurse,Endcorine Nurse,Job Title Typo,HealthcarePersonnel,Person101
100,ce63bc0e-31d4-4918-9f71-6c6fb46271ce,jobTitle,Endocrine Nurse,,omission,HealthcarePersonnel,Person101
100,ce63bc0e-31d4-4918-9f71-6c6fb46271ce,personName,Barbara Howard,Howard Barbara,Name Order Change,Person,Person101
101,db7ab001-c2c4-4958-8123-1a108b992df8,birthDate,1996-05-03,03-05-1996,Birth Date Format Change,Person,Person102
101,db7ab001-c2c4-4958-8123-1a108b992df8,birthDate,1996-05-03,,omission,Person,Person102
101,db7ab001-c2c4-4958-8123-1a108b992df8,email,alexishammond@healthcare.org,alwxishammond@healthcare.org,Email Typo,HealthcarePersonnel,Person102
101,db7ab001-c2c4-4958-8123-1a108b992df8,jobTitle,Speech Therapist,Speech hTerapist,Job Title Typo,HealthcarePersonnel,Person102
101,db7ab001-c2c4-4958-8123-1a108b992df8,knowsLanguage,de,German,Language Representation Change,Person,Person102
101,db7ab001-c2c4-4958-8123-1a108b992df8,personName,Alexis Hammond,Hammond Alexis,Name Order Change,Person,Person102
102,7d02b185-ceb7-4271-8277-22d2bff687ab,knowsLanguage,et,,omission,Person,Person103
102,7d02b185-ceb7-4271-8277-22d2bff687ab,birthDate,1964-02-05,05-02-1964,Birth Date Format Change,Person,Person103
102,7d02b185-ceb7-4271-8277-22d2bff687ab,personName,Jessica Martinez,Martinez Jessica,Name Order Change,Person,Person103
103,d4df0f53-2968-4cfb-b599-ef18c859102f,knowsLanguage,nl,,omission,Person,Person104
103,d4df0f53-2968-4cfb-b599-ef18c859102f,personName,Aaron Harrison,Harrison Aaron,Name Order Change,Person,Person104
103,d4df0f53-2968-4cfb-b599-ef18c859102f,birthDate,1967-08-29,29-08-1967,Birth Date Format Change,Person,Person104
103,d4df0f53-2968-4cfb-b599-ef18c859102f,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person104
104,e79b91bd-8c58-4d1e-b176-df15e74d1bf2,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person105
104,e79b91bd-8c58-4d1e-b176-df15e74d1bf2,knowsLanguage,nl,,omission,Person,Person105
104,e79b91bd-8c58-4d1e-b176-df15e74d1bf2,birthDate,1964-05-13,13-05-1964,Birth Date Format Change,Person,Person105
105,3b813bac-b33d-4887-8bff-f1a54dfd1f09,personName,Justin Lawson,Lawson Justin,Name Order Change,Person,Person106
105,3b813bac-b33d-4887-8bff-f1a54dfd1f09,birthDate,1998-07-23,,omission,Person,Person106
106,059b0583-fde2-4f93-8e6f-1ca7271e2d2f,knowsLanguage,et,,omission,Person,Person107
106,059b0583-fde2-4f93-8e6f-1ca7271e2d2f,jobTitle,Vision Therapist,Vsiion Therapist,Job Title Typo,HealthcarePersonnel,Person107
107,06722257-bde3-4232-82d5-afa942d09119,jobTitle,Respiratory Therapist,Respiratory Theraipst,Job Title Typo,HealthcarePersonnel,Person108
107,06722257-bde3-4232-82d5-afa942d09119,personName,Shannon Pratt,Pratt Shannon,Name Order Change,Person,Person108
107,06722257-bde3-4232-82d5-afa942d09119,knowsLanguage,de,German,Language Representation Change,Person,Person108
107,06722257-bde3-4232-82d5-afa942d09119,jobTitle,Respiratory Therapist,,omission,HealthcarePersonnel,Person108
107,06722257-bde3-4232-82d5-afa942d09119,birthDate,1979-09-09,09-09-1979,Birth Date Format Change,Person,Person108
108,c25247a3-56db-49aa-87f0-17cdab34b74d,birthDate,1971-09-12,,omission,Person,Person109
108,c25247a3-56db-49aa-87f0-17cdab34b74d,jobTitle,Lung Function Technician,Lung uFnction Technician,Job Title Typo,HealthcarePersonnel,Person109
109,521d283f-6231-4268-bec9-22c004fcebd3,personName,Thomas Bell,T. Bell,Name Abbreviation,Person,Person110
109,521d283f-6231-4268-bec9-22c004fcebd3,knowsLanguage,de,,omission,Person,Person110
110,ea9f0d6e-a74b-432f-8ba2-8a39051dcf24,jobTitle,Optometrist,,omission,HealthcarePersonnel,Person111
110,ea9f0d6e-a74b-432f-8ba2-8a39051dcf24,email,nicholasbowen@healthcare.org,nicnolasbowen@healthcare.org,Email Typo,HealthcarePersonnel,Person111
110,ea9f0d6e-a74b-432f-8ba2-8a39051dcf24,jobTitle,Optometrist,Optometrits,Job Title Typo,HealthcarePersonnel,Person111
111,5975d0ad-a365-46b6-a9b0-98b2ba2a20d8,jobTitle,Vision Therapist,Vision Therapits,Job Title Typo,HealthcarePersonnel,Person112
111,5975d0ad-a365-46b6-a9b0-98b2ba2a20d8,knowsLanguage,et,,omission,Person,Person112
111,5975d0ad-a365-46b6-a9b0-98b2ba2a20d8,email,mrlarrysanford@healthcare.org,mrlagrysanford@healthcare.org,Email Typo,HealthcarePersonnel,Person112
112,d6049020-a1b0-4084-825a-07c11dda7a0f,knowsLanguage,et,,omission,Person,Person113
112,d6049020-a1b0-4084-825a-07c11dda7a0f,jobTitle,Speech Therapist,Speech Therpaist,Job Title Typo,HealthcarePersonnel,Person113
112,d6049020-a1b0-4084-825a-07c11dda7a0f,personName,Robert Miller,R. Miller,Name Abbreviation,Person,Person113
113,5e623264-7764-40b5-9d0e-be5ba683e2f4,birthDate,1986-03-05,,omission,Person,Person114
114,d8f4b142-19df-471b-8378-e81c25581591,email,dianataylor@healthcare.org,dianabaylor@healthcare.org,Email Typo,HealthcarePersonnel,Person115
114,d8f4b142-19df-471b-8378-e81c25581591,birthDate,1971-05-28,,omission,Person,Person115
115,439837fd-390c-4200-b873-62d55905d0c9,birthDate,1988-06-09,,omission,Person,Person116
116,2bc0668a-ad9e-4ee0-9dd7-d64aa7357ac1,personName,Kayla Frederick,Frederick Kayla,Name Order Change,Person,Person117
116,2bc0668a-ad9e-4ee0-9dd7-d64aa7357ac1,birthDate,1973-02-06,06-02-1973,Birth Date Format Change,Person,Person117
116,2bc0668a-ad9e-4ee0-9dd7-d64aa7357ac1,jobTitle,Medical Assistant,Medical Assitsant,Job Title Typo,HealthcarePersonnel,Person117
116,2bc0668a-ad9e-4ee0-9dd7-d64aa7357ac1,jobTitle,Medical Assistant,,omission,HealthcarePersonnel,Person117
116,2bc0668a-ad9e-4ee0-9dd7-d64aa7357ac1,knowsLanguage,de,German,Language Representation Change,Person,Person117
116,2bc0668a-ad9e-4ee0-9dd7-d64aa7357ac1,email,kaylafrederick@healthcare.org,kaylafrederxck@healthcare.org,Email Typo,HealthcarePersonnel,Person117
117,3304cdd6-e6e0-4dbb-98ec-b50d3bd80035,email,robertgarner@healthcare.org,,omission,HealthcarePersonnel,Person118
118,cb3d7725-d36c-4f98-b1c4-061136de63ac,jobTitle,Gynecologist,,omission,HealthcarePersonnel,Person119
119,406b10a3-c786-41ce-b9ad-729f555e80af,personName,Richard Austin,Austin Richard,Name Order Change,Person,Person120
119,406b10a3-c786-41ce-b9ad-729f555e80af,email,richardaustin@healthcare.org,,omission,HealthcarePersonnel,Person120
119,406b10a3-c786-41ce-b9ad-729f555e80af,birthDate,1987-07-11,11-07-1987,Birth Date Format Change,Person,Person120
119,406b10a3-c786-41ce-b9ad-729f555e80af,knowsLanguage,de,German,Language Representation Change,Person,Person120
120,ff6b8936-156a-455f-a8dd-66aa5e928c94,email,morganward@healthcare.org,morgazward@healthcare.org,Email Typo,HealthcarePersonnel,Person121
120,ff6b8936-156a-455f-a8dd-66aa5e928c94,birthDate,1994-05-20,20-05-1994,Birth Date Format Change,Person,Person121
120,ff6b8936-156a-455f-a8dd-66aa5e928c94,personName,Morgan Ward,Ward Morgan,Name Order Change,Person,Person121
120,ff6b8936-156a-455f-a8dd-66aa5e928c94,email,morganward@healthcare.org,,omission,HealthcarePersonnel,Person121
121,7867bda9-bba4-4d8a-9cba-29ce6432ecf9,birthDate,1996-10-20,20-10-1996,Birth Date Format Change,Person,Person122
121,7867bda9-bba4-4d8a-9cba-29ce6432ecf9,personName,Brian Santiago,Santiago Brian,Name Order Change,Person,Person122
121,7867bda9-bba4-4d8a-9cba-29ce6432ecf9,jobTitle,Neurologist,,omission,HealthcarePersonnel,Person122
121,7867bda9-bba4-4d8a-9cba-29ce6432ecf9,email,briansantiago@healthcare.org,briinsantiago@healthcare.org,Email Typo,HealthcarePersonnel,Person122
121,7867bda9-bba4-4d8a-9cba-29ce6432ecf9,jobTitle,Neurologist,Nuerologist,Job Title Typo,HealthcarePersonnel,Person122
122,3609a69d-3b08-402b-adbd-3b474750fc5e,jobTitle,Gynecologist,,omission,HealthcarePersonnel,Person123
122,3609a69d-3b08-402b-adbd-3b474750fc5e,birthDate,1985-11-30,30-11-1985,Birth Date Format Change,Person,Person123
122,3609a69d-3b08-402b-adbd-3b474750fc5e,personName,James Barrera,J. Barrera,Name Abbreviation,Person,Person123
122,3609a69d-3b08-402b-adbd-3b474750fc5e,knowsLanguage,de,German,Language Representation Change,Person,Person123
123,b9706cc7-fe4e-4bda-b31b-00b91628299a,knowsLanguage,de,,omission,Person,Person124
124,737a9dc4-a3b2-4a58-b554-5b0c35293337,knowsLanguage,nl,,omission,Person,Person125
124,737a9dc4-a3b2-4a58-b554-5b0c35293337,email,zacharybates@healthcare.org,zahharybates@healthcare.org,Email Typo,HealthcarePersonnel,Person125
124,737a9dc4-a3b2-4a58-b554-5b0c35293337,jobTitle,Orthopedic Surgeon,Orthopedic uSrgeon,Job Title Typo,HealthcarePersonnel,Person125
125,8273304e-5be0-42fd-9d56-6614ebe1b9f9,jobTitle,Sleep Technician,Sleep Technciian,Job Title Typo,HealthcarePersonnel,Person126
125,8273304e-5be0-42fd-9d56-6614ebe1b9f9,birthDate,1993-07-02,,omission,Person,Person126
125,8273304e-5be0-42fd-9d56-6614ebe1b9f9,email,kylearnold@healthcare.org,kylyarnold@healthcare.org,Email Typo,HealthcarePersonnel,Person126
126,3a3e41a9-69cc-4315-a805-fa4b895f5005,personName,Olivia Lee,Lee Olivia,Name Order Change,Person,Person127
126,3a3e41a9-69cc-4315-a805-fa4b895f5005,email,olivialee@healthcare.org,oyivialee@healthcare.org,Email Typo,HealthcarePersonnel,Person127
126,3a3e41a9-69cc-4315-a805-fa4b895f5005,birthDate,1974-07-19,19-07-1974,Birth Date Format Change,Person,Person127
126,3a3e41a9-69cc-4315-a805-fa4b895f5005,knowsLanguage,de,German,Language Representation Change,Person,Person127
126,3a3e41a9-69cc-4315-a805-fa4b895f5005,jobTitle,Sleep Technician,,omission,HealthcarePersonnel,Person127
127,e7ff2b28-94f5-4a32-a4f2-6813037105b1,jobTitle,Psychologist,,omission,HealthcarePersonnel,Person128
127,e7ff2b28-94f5-4a32-a4f2-6813037105b1,birthDate,1960-10-12,12-10-1960,Birth Date Format Change,Person,Person128
127,e7ff2b28-94f5-4a32-a4f2-6813037105b1,email,suzannehale@healthcare.org,suzaniehale@healthcare.org,Email Typo,HealthcarePersonnel,Person128
127,e7ff2b28-94f5-4a32-a4f2-6813037105b1,jobTitle,Psychologist,Pyschologist,Job Title Typo,HealthcarePersonnel,Person128
127,e7ff2b28-94f5-4a32-a4f2-6813037105b1,personName,Suzanne Hale,S. Hale,Name Abbreviation,Person,Person128
128,fa92f71c-a405-43b3-9c4e-c5395a1a4620,birthDate,1976-06-26,26-06-1976,Birth Date Format Change,Person,Person129
128,fa92f71c-a405-43b3-9c4e-c5395a1a4620,personName,April James,James April,Name Order Change,Person,Person129
128,fa92f71c-a405-43b3-9c4e-c5395a1a4620,birthDate,1976-06-26,,omission,Person,Person129
129,110a58a9-2956-4fbf-824e-fe9dbf9de014,knowsLanguage,nl,,omission,Person,Person130
130,82463114-c998-4211-b6f0-2f2d05249309,knowsLanguage,de,German,Language Representation Change,Person,Person131
130,82463114-c998-4211-b6f0-2f2d05249309,knowsLanguage,de,,omission,Person,Person131
130,82463114-c998-4211-b6f0-2f2d05249309,personName,Miss Dawn Evans,M. Dawn Evans,Name Abbreviation,Person,Person131
131,09eeb594-2f70-4c90-83e4-b33cabb619b1,jobTitle,Reconstructive Specialist,,omission,HealthcarePersonnel,Person132
132,f9957bea-a99c-4f4f-97ff-cb81bbcb6006,knowsLanguage,de,German,Language Representation Change,Person,Person133
132,f9957bea-a99c-4f4f-97ff-cb81bbcb6006,personName,Michael Garcia,Garcia Michael,Name Order Change,Person,Person133
132,f9957bea-a99c-4f4f-97ff-cb81bbcb6006,email,michaelgarcia@healthcare.org,michailgarcia@healthcare.org,Email Typo,HealthcarePersonnel,Person133
132,f9957bea-a99c-4f4f-97ff-cb81bbcb6006,knowsLanguage,de,,omission,Person,Person133
132,f9957bea-a99c-4f4f-97ff-cb81bbcb6006,jobTitle,Plastic Surgeon,Platsic Surgeon,Job Title Typo,HealthcarePersonnel,Person133
133,0c869d23-359b-4e6c-95c2-3ab8c464b14b,personName,Carol Diaz,Diaz Carol,Name Order Change,Person,Person134
133,0c869d23-359b-4e6c-95c2-3ab8c464b14b,birthDate,1992-11-12,,omission,Person,Person134
134,f8f1c356-106a-4b37-a458-86683a3000e6,personName,Kristin Martinez,Martinez Kristin,Name Order Change,Person,Person135
134,f8f1c356-106a-4b37-a458-86683a3000e6,knowsLanguage,et,,omission,Person,Person135
134,f8f1c356-106a-4b37-a458-86683a3000e6,birthDate,1970-12-07,07-12-1970,Birth Date Format Change,Person,Person135
135,8cd90c61-d7e4-4a66-837a-1e9c382b1ae8,birthDate,1972-10-07,07-10-1972,Birth Date Format Change,Person,Person136
135,8cd90c61-d7e4-4a66-837a-1e9c382b1ae8,jobTitle,Pulmonary Function Technologist,Pulmoanry Function Technologist,Job Title Typo,HealthcarePersonnel,Person136
135,8cd90c61-d7e4-4a66-837a-1e9c382b1ae8,personName,Heidi Howard,Howard Heidi,Name Order Change,Person,Person136
135,8cd90c61-d7e4-4a66-837a-1e9c382b1ae8,email,heidihoward@healthcare.org,,omission,HealthcarePersonnel,Person136
136,e81a8b15-89e9-45d5-94e0-379a1732ed34,jobTitle,Pulmonary Function Technologist,Pulmonary Functoin Technologist,Job Title Typo,HealthcarePersonnel,Person137
136,e81a8b15-89e9-45d5-94e0-379a1732ed34,birthDate,1978-07-23,,omission,Person,Person137
137,d55300f2-663e-4500-aa45-d287615e2bb3,birthDate,1983-06-01,01-06-1983,Birth Date Format Change,Person,Person138
137,d55300f2-663e-4500-aa45-d287615e2bb3,personName,Cathy Mckenzie,Mckenzie Cathy,Name Order Change,Person,Person138
137,d55300f2-663e-4500-aa45-d287615e2bb3,jobTitle,Anesthesiology Assistant,,omission,HealthcarePersonnel,Person138
138,51972f67-9ae9-4728-97b5-99f822e3bcf6,email,meganpatel@healthcare.org,megankatel@healthcare.org,Email Typo,HealthcarePersonnel,Person139
138,51972f67-9ae9-4728-97b5-99f822e3bcf6,email,meganpatel@healthcare.org,,omission,HealthcarePersonnel,Person139
138,51972f67-9ae9-4728-97b5-99f822e3bcf6,jobTitle,Anesthesiology Assistant,Ansethesiology Assistant,Job Title Typo,HealthcarePersonnel,Person139
139,3bd47992-4df7-46d7-ba2e-21ad97cb44c2,email,edgarcowan@healthcare.org,,omission,HealthcarePersonnel,Person140
139,3bd47992-4df7-46d7-ba2e-21ad97cb44c2,email,edgarcowan@healthcare.org,edgarcgwan@healthcare.org,Email Typo,HealthcarePersonnel,Person140
140,1feb02a0-6548-49c7-bb2f-775aefa7ca69,email,chadwright@healthcare.org,chadvright@healthcare.org,Email Typo,HealthcarePersonnel,Person141
140,1feb02a0-6548-49c7-bb2f-775aefa7ca69,knowsLanguage,nl,,omission,Person,Person141
140,1feb02a0-6548-49c7-bb2f-775aefa7ca69,jobTitle,Rheumatology Nurse,Rheumatoolgy Nurse,Job Title Typo,HealthcarePersonnel,Person141
141,657fb253-4a4b-4d54-9962-7d4a54d004cc,email,geraldgill@healthcare.org,,omission,HealthcarePersonnel,Person142
142,35d8151c-f1c6-427b-8993-6bfce66ce628,jobTitle,Nutritionist,Nutritionsit,Job Title Typo,HealthcarePersonnel,Person143
142,35d8151c-f1c6-427b-8993-6bfce66ce628,email,jessicawilson@healthcare.org,jessicawicson@healthcare.org,Email Typo,HealthcarePersonnel,Person143
